股票代码,时间,开盘价,最高价,最低价,收盘价,涨跌幅,换手率
00001,2019-04,83.05,86.45,82.6,84.25,1.8,1.4
00001,2019-03,75.25,84.85,72.8,82.45,7.25,9.42
00001,2018-12,90.5,90.5,74.65,75.2,-15.0,9.22
00001,2018-09,81.2113,92.5,79.8247,90.2,7.81,9.1
00001,2018-06,90.0598,91.125,81.4093,82.3997,-8.51,8.08
00001,2018-03,94.9985,103.6171,90.7376,90.9313,-4.07,9.98
00001,2017-12,96.6448,99.5499,92.4807,94.9985,-1.73,7.08
00001,2017-09,93.2128,104.6482,92.2519,96.6932,2.51,8.14
00001,2017-06,90.0771,98.4981,87.7203,94.1738,4.04,7.46
00001,2017-03,83.7608,92.3396,82.9595,90.1242,7.26,8.27
00001,2016-12,94.2251,94.7436,82.0168,82.8653,-10.07,8.43
00001,2016-09,79.5551,97.9488,75.5773,92.9524,13.8,10.4
00001,2016-06,92.1696,93.3619,75.4369,79.1339,-13.2,13.27
00001,2016-03,95.4712,95.7464,84.1908,92.3531,-3.54,9.1
00001,2015-12,93.7287,100.4236,90.9774,95.9298,4.01,8.04
00001,2015-09,102.9327,106.3941,88.8136,91.8945,-12.48,0.14
00001,2015-06,143.9235,159.3179,100.1999,103.7525,1.95,0.0
00001,2015-03,116.9784,147.5672,111.2634,144.6523,25.55,0.0
00002,2019-04,91.2,91.7,89.35,89.9,-1.1,0.86
00002,2019-03,87.9593,96.153,85.4913,91.0,3.6469,6.68
00002,2018-12,89.9347,89.9347,82.9262,87.367,-2.4596,8.6
00002,2018-09,81.7936,95.0809,81.1607,89.8367,7.5777,8.18
00002,2018-06,77.4123,82.4752,76.4459,82.2805,5.0733,6.23
00002,2018-03,76.1538,78.572,71.4864,77.219,1.0736,7.92
00002,2017-12,75.2609,77.2937,73.963,76.1538,0.4807,5.2
00002,2017-09,78.0575,79.7004,75.2609,75.6864,-1.8764,5.61
00002,2017-06,76.4455,80.1697,73.5089,77.5412,1.7718,5.66
00002,2017-03,66.4702,76.3989,66.0565,75.7463,10.2237,6.66
00002,2016-12,73.3576,73.6769,65.0911,65.5049,-7.6407,7.28
00002,2016-09,72.2454,76.4126,70.9772,73.1295,1.5386,7.4
00002,2016-06,63.3692,72.4266,61.7962,71.566,8.5169,9.44
00002,2016-03,57.9367,63.2344,55.1926,63.0546,4.7681,7.26
00002,2015-12,58.5073,60.7458,56.6974,58.2908,-0.2609,6.85
00002,2015-09,57.086,59.0875,54.1273,58.0684,0.229,7.79
00002,2015-06,58.4773,59.9015,55.6502,57.3471,-1.6042,8.12
00002,2015-03,56.9668,59.39,55.4563,58.4773,0.4146,6.26
00003,2019-04,18.82,19.3,18.8,18.92,0.1,0.94
00003,2019-03,16.3,18.82,16.0,18.82,2.62,5.32
00003,2018-12,15.46,16.3,14.66,16.2,0.68,5.36
00003,2018-09,14.7857,16.1551,14.7658,15.54,0.76,5.36
00003,2018-06,14.2417,15.4701,14.2417,14.9048,0.57,6.68
00003,2018-03,13.6365,14.758,13.0312,14.3485,0.69,6.0
00003,2017-12,13.2448,13.8857,13.0134,13.6365,0.52,4.21
00003,2017-09,12.8913,13.2448,12.7147,13.0668,0.1,4.39
00003,2017-06,12.4457,13.3007,12.034,12.962,0.65,5.4
00003,2017-03,11.0681,12.3665,10.8147,12.3032,1.48,4.75
00003,2016-12,11.7173,12.2715,10.6881,10.8781,-0.72,5.9
00003,2016-09,10.8998,11.8756,10.8998,11.5906,0.49,4.67
00003,2016-06,10.2271,11.1197,9.8613,11.104,0.92,5.44
00003,2016-03,10.5928,10.7194,9.2283,10.1989,-0.49,5.25
00003,2015-12,10.3396,11.3806,10.1427,10.6913,0.49,4.85
00003,2015-09,11.5131,11.5131,9.978,10.213,-1.24,6.84
00003,2015-06,11.277,11.9035,10.9688,11.3456,-0.01,7.71
00003,2015-03,11.1392,11.277,10.7257,11.2394,0.1,5.09
00004,2019-04,23.455,24.0,22.7,22.95,-0.3572,1.29
00004,2019-03,20.1113,25.2252,19.5311,23.3075,3.2447,5.98
00004,2018-12,21.1439,21.1931,18.3903,20.0621,-0.8833,6.2
00004,2018-09,24.7048,25.872,20.8489,20.9472,-3.5624,7.26
00004,2018-06,25.0655,26.3096,24.1212,24.5103,-0.7836,8.86
00004,2018-03,25.6288,31.9187,24.9717,25.3002,-0.0432,19.59
00004,2017-12,65.2455,73.0374,22.5778,25.3472,-39.9849,16.88
00004,2017-09,60.7188,74.3562,59.1881,65.3394,4.509,9.22
00004,2017-06,62.7134,66.5634,59.2808,60.023,-1.8439,7.72
00004,2017-03,47.2624,63.3941,46.9905,61.8784,15.145,8.58
00004,2016-12,51.9297,54.6485,45.0873,46.7186,-4.4353,8.73
00004,2016-09,42.1539,53.4704,41.1673,51.1594,9.0719,11.28
00004,2016-06,36.9071,43.0508,34.9787,42.109,5.3045,9.69
00004,2016-03,37.1647,39.0316,29.9141,36.8174,-0.5265,10.63
00004,2015-12,38.1633,42.8089,36.0359,37.3384,-0.4483,6.3
00004,2015-09,45.5118,45.5975,34.8202,37.7725,-6.9247,10.97
00004,2015-06,45.4231,50.6973,43.0691,44.2262,-2.2689,13.23
00004,2015-03,47.3944,53.6018,41.5225,45.4231,-1.5549,10.27
00005,2019-04,64.15,67.0,64.1,66.9,3.0,0.98
00005,2019-03,63.1829,66.3031,61.4766,63.9,0.7102,6.23
00005,2018-12,65.5404,66.697,58.844,63.1829,-3.7,6.35
00005,2018-09,68.7297,71.8755,63.7091,66.697,-3.85,5.37
00005,2018-06,69.3125,74.5923,68.3217,70.1596,0.3,5.32
00005,2018-03,74.4825,79.5219,69.4069,69.8315,-4.11,10.2
00005,2017-12,70.3053,74.3438,69.1656,73.9277,3.85,7.23
00005,2017-09,66.0327,72.1362,65.5342,70.0765,4.22,8.16
00005,2017-06,56.5915,67.2564,55.3817,65.8514,9.16,7.25
00005,2017-03,54.3959,60.3816,54.3522,56.726,2.31,6.93
00005,2016-12,50.1455,58.765,49.4556,54.3959,5.14,8.57
00005,2016-09,40.9338,52.2583,39.1485,49.2832,8.36,2.36
00005,2016-06,40.5296,44.7122,37.6854,40.2537,-0.91,0.0
00005,2016-03,49.8771,49.8771,38.5818,40.4877,-11.03,0.0
00005,2015-12,47.2575,51.0106,47.0576,50.12,3.39,0.0
00005,2015-09,54.9454,56.5265,45.4184,46.0981,-9.98,0.0
00005,2015-06,51.6361,61.2201,51.6361,55.4593,2.73,0.0
00005,2015-03,56.3026,56.685,50.3452,52.1447,-5.69,0.0
00006,2019-04,54.75,54.8,54.0,54.25,-0.2,1.67
00006,2019-03,54.8,55.55,51.85,54.45,-0.05,15.3
00006,2018-12,54.5,55.0,51.35,54.5,0.0,8.15
00006,2018-09,53.656,57.2068,53.6067,54.5,0.43,10.07
00006,2018-06,59.0604,60.2512,53.2615,54.0998,-6.84,13.52
00006,2018-03,57.6087,64.4015,55.7363,60.918,3.46,16.51
00006,2017-12,58.7843,59.96,56.6071,57.4345,-1.48,5.94
00006,2017-09,53.7009,61.3724,52.8052,58.915,5.25,11.17
00006,2017-06,50.7764,55.6869,50.4737,53.7009,3.0,10.17
00006,2017-03,48.4257,54.3683,48.3549,50.7007,2.33,10.3
00006,2016-12,54.0146,54.333,47.8243,48.3549,-5.12,8.04
00006,2016-09,49.0688,54.7928,48.7183,53.484,3.72,8.3
00006,2016-06,53.9623,55.2585,47.071,49.8048,-4.34,13.53
00006,2016-03,48.1294,54.2352,45.0936,54.1328,5.49,9.08
00006,2015-12,50.5513,53.5871,46.8674,48.6411,-1.26,9.51
00006,2015-09,48.1044,50.9606,43.2737,49.8691,1.65,10.06
00006,2015-06,52.5369,52.6685,46.0775,47.7666,-5.8,8.76
00006,2015-03,49.278,54.5119,47.8296,52.2077,2.73,7.72
00007,2019-04,0.91,0.98,0.88,0.9,-0.01,2.77
00007,2019-03,0.94,0.97,0.84,0.91,-0.05,12.86
00007,2018-12,1.03,1.1,0.85,0.96,-0.09,4.33
00007,2018-09,1.01,1.16,0.87,1.05,0.05,10.25
00007,2018-06,1.18,1.32,1.0,1.01,0.04,6.45
00007,2018-03,0.95,1.28,0.89,1.12,0.2,1.82
00007,2017-12,0.94,1.0,0.84,0.95,0.0,2.28
00007,2017-09,0.82,1.1,0.76,0.95,0.11,2.28
00007,2017-06,0.78,1.05,0.78,0.85,0.07,6.24
00007,2017-03,0.73,0.9,0.66,0.78,0.05,6.93
00007,2016-12,0.76,0.82,0.65,0.73,-0.03,5.8
00007,2016-09,0.62,0.91,0.61,0.76,0.14,7.23
00007,2016-06,0.69,0.85,0.5,0.62,-0.08,5.71
00007,2016-03,0.68,0.8,0.495,0.7,-0.02,3.94
00007,2015-12,0.57,0.88,0.56,0.72,0.15,10.39
00007,2015-09,1.4,1.4,0.52,0.57,-0.83,11.74
00007,2015-06,1.07,1.48,1.01,1.4,0.33,29.58
00007,2015-03,1.13,1.54,0.99,1.07,-0.05,12.28
00008,2019-04,4.88,4.92,4.7,4.78,-0.1,1.38
00008,2019-03,4.51,4.95,4.39,4.88,0.37,7.52
00008,2018-12,4.55,4.75,4.19,4.51,-0.05,7.6
00008,2018-09,4.3282,4.57,4.07,4.56,0.23,4.99
00008,2018-06,4.2157,4.6513,4.2157,4.3282,0.09,6.71
00008,2018-03,4.2438,4.5248,4.0377,4.2531,0.0,7.75
00008,2017-12,3.9908,4.3468,3.9346,4.2531,0.3,6.44
00008,2017-09,4.0884,4.1894,3.8972,3.9627,-0.14,6.41
00008,2017-06,4.2262,4.2813,3.9781,4.0792,-0.16,6.9
00008,2017-03,3.7087,4.3782,3.691,4.2078,0.54,13.25
00008,2016-12,4.2284,4.3077,3.6558,3.6998,-0.5,8.12
00008,2016-09,4.5066,5.0006,4.1844,4.1932,-0.3,9.51
00008,2016-06,4.2013,4.5673,4.1845,4.5066,0.29,6.68
00008,2016-03,3.7988,4.2516,3.4549,4.2097,0.38,7.45
00008,2015-12,3.3962,3.9832,3.3459,3.8155,0.48,6.36
00008,2015-09,3.7882,3.8952,3.2705,3.3292,-0.53,9.49
00008,2015-06,3.8153,4.3775,3.7912,3.8129,-0.12,10.97
00008,2015-03,4.257,4.3534,3.5341,3.7992,-0.48,10.24
00009,2019-04,0.222,0.235,0.201,0.209,-0.013,0.17
00009,2019-03,0.249,0.255,0.212,0.222,-0.025,0.85
00009,2018-12,0.26,0.29,0.236,0.25,0.01,3.56
00009,2018-09,0.325,0.325,0.26,0.26,-0.07,7.43
00009,2018-06,0.285,0.375,0.28,0.3,-0.02,10.85
00009,2018-03,0.26,0.39,0.26,0.285,0.01,16.9
00009,2017-12,0.265,0.31,0.235,0.26,0.02,11.69
00009,2017-09,0.29,0.32,0.25,0.27,0.02,12.99
00009,2017-06,0.355,0.39,0.29,0.29,-0.15,30.51
00009,2017-03,0.475,0.48,0.295,0.355,-0.11,23.94
00009,2016-12,0.39,0.58,0.325,0.475,0.14,62.96
00009,2016-09,0.445,0.465,0.228,0.375,-0.02,55.9
00009,2016-06,0.99,1.01,0.24,0.435,-0.56,86.14
00009,2016-03,1.32,1.33,0.91,0.99,-0.34,11.9
00009,2015-12,0.79,1.6,0.76,1.33,0.57,34.98
00009,2015-09,2.05,2.2,0.65,0.76,-1.32,16.96
00009,2015-06,0.53,2.95,0.495,2.08,1.57,90.63
00009,2015-03,0.65,0.7,0.5,0.51,-0.13,2.08
00010,2019-04,25.1,26.15,24.0,24.15,-1.05,1.14
00010,2019-03,20.4,25.25,19.24,25.2,5.26,5.45
00010,2018-12,20.8,22.15,19.12,19.94,-0.86,6.98
00010,2018-09,21.801,23.0892,19.5,20.8,-1.01,5.38
00010,2018-06,24.2903,25.5666,21.5037,21.801,-2.97,6.3
00010,2018-03,27.8156,30.4233,24.7249,24.7732,-3.0,4.11
00010,2017-12,27.4292,28.2502,25.2079,27.7673,0.65,3.71
00010,2017-09,30.9905,31.1824,26.56,27.0912,-3.91,3.07
00010,2017-06,32.7144,33.0054,29.3114,30.9905,-0.22,3.36
00010,2017-03,25.183,33.7971,25.183,31.2082,5.82,5.11
00010,2016-12,28.0544,30.455,24.6182,25.4184,-2.33,15.09
00010,2016-09,21.3285,29.137,21.2349,27.772,6.02,5.25
00010,2016-06,20.4184,22.451,18.756,21.7494,1.44,6.06
00010,2016-03,22.9706,22.9706,17.7384,20.2816,-2.67,10.46
00010,2015-12,24.3835,26.7991,21.968,22.9706,-1.03,5.35
00010,2015-09,31.5943,33.088,23.5176,23.9733,-7.11,6.25
00010,2015-06,31.8756,37.9765,30.4627,30.9153,-1.15,3.57
00010,2015-03,31.5635,33.7034,29.8694,31.5189,0.15,6.09
00011,2019-04,194.0,199.7,194.0,198.8,5.1,0.77
00011,2019-03,173.2398,193.7,162.9337,193.7,21.2142,5.02
00011,2018-12,204.0312,206.762,170.2952,172.5527,-34.85,6.02
00011,2018-09,187.5328,210.273,187.0482,207.3472,17.24,4.31
00011,2018-06,174.2665,197.3213,172.1484,190.1495,15.32,4.37
00011,2018-03,184.2857,187.1281,165.8097,174.8442,-9.01,4.7
00011,2017-12,179.652,184.2857,170.8314,183.8119,4.54,2.73
00011,2017-09,152.2446,179.2753,149.6262,179.2753,26.51,3.3
00011,2017-06,147.333,155.1436,142.0413,152.7122,6.39,2.83
00011,2017-03,133.8181,149.9638,131.6288,146.3118,14.68,3.9
00011,2016-12,126.7136,136.8283,124.2401,131.6288,6.32,3.95
00011,2016-09,118.5157,127.4376,117.6178,125.3559,6.63,4.42
00011,2016-06,121.629,128.6632,114.5651,118.785,-3.3,4.74
00011,2016-03,125.336,126.1915,103.6054,122.0742,-4.09,6.35
00011,2015-12,119.7,127.3893,118.1719,126.1915,7.07,4.16
00011,2015-09,129.6325,136.6283,111.0408,118.1719,-10.48,6.01
00011,2015-06,118.0122,136.1225,116.9242,127.6939,9.18,4.79
00011,2015-03,106.291,122.1811,104.1503,117.5937,9.37,4.69
00012,2019-04,50.3,51.05,49.45,49.95,0.05,1.1
00012,2019-03,39.0,50.05,38.0,49.9,10.9,5.4
00012,2018-12,38.9,41.2,36.15,39.0,-0.35,4.29
00012,2018-09,40.7006,43.6149,38.3,39.35,-1.64,4.15
00012,2018-06,44.5552,47.4182,40.7006,40.997,-3.84,5.32
00012,2018-03,45.2569,49.0721,42.9765,44.8184,-0.39,5.41
00012,2017-12,45.3884,49.116,41.8363,45.1692,-0.23,5.75
00012,2017-09,38.0375,49.0721,37.2993,45.3884,7.54,6.45
00012,2017-06,37.235,40.8599,37.1191,37.8204,0.61,4.58
00012,2017-03,31.8661,38.0848,31.6729,37.1964,5.33,3.9
00012,2016-12,36.0376,36.3466,31.0936,31.8661,-3.67,4.06
00012,2016-09,33.4078,37.235,32.6807,35.5355,2.21,4.86
00012,2016-06,32.6605,34.6678,29.6667,33.3313,0.93,5.46
00012,2016-03,32.1162,33.5791,25.448,32.4224,0.08,9.5
00012,2015-12,31.9801,35.1101,31.2316,32.3203,0.96,4.58
00012,2015-09,37.4204,37.4204,30.2333,31.3677,-4.7,7.44
00012,2015-06,33.3071,39.6412,33.0646,35.8008,2.33,6.78
00012,2015-03,33.0949,34.6709,30.3673,33.004,0.1,6.76
00013,2015-05,108.0,119.4,105.1,115.0,7.4,4.31
00013,2015-03,87.5279,108.6,84.4792,107.6,18.09,9.1
00013,2014-12,92.9369,98.4443,84.5775,87.7738,-4.64,7.65
00013,2014-09,102.6973,106.0196,90.8225,92.4452,-11.74,9.22
00013,2014-06,95.1845,105.3356,92.8967,103.5768,3.01,5.12
00013,2014-03,96.3697,103.4812,86.4319,93.6345,-2.39,0.0
00013,2013-12,84.8819,96.5521,84.6996,96.0962,11.42,0.0
00013,2013-09,74.989,86.6142,73.4041,84.6996,10.27,0.0
00013,2013-06,70.9848,79.1685,69.3739,73.8569,0.53,0.0
00013,2013-03,72.408,78.279,70.9848,71.9633,-0.01,0.0
00013,2012-12,66.8929,72.7194,66.4482,71.9633,5.07,0.0
00013,2012-09,60.0005,66.9819,58.677,66.8929,7.8,0.0
00013,2012-06,66.8202,67.2082,54.5299,58.677,-9.6,0.0
00013,2012-03,57.2067,71.0449,55.1374,66.9064,10.83,0.0
00013,2011-12,48.8865,64.3198,46.2137,56.0858,5.71,0.0
00013,2011-09,73.4298,79.7703,49.0158,50.3953,-22.0,0.0
00013,2011-06,78.1285,79.8151,69.1457,71.9732,-6.85,0.0
00013,2011-03,67.9672,82.1762,67.9672,77.6647,10.21,0.0
00014,2019-04,42.85,43.7,42.15,42.55,0.5,1.09
00014,2019-03,36.4566,42.7,35.29,42.05,5.8296,6.4
00014,2018-12,38.8384,39.2273,34.9983,36.2136,-2.39,5.05
00014,2018-09,41.7635,42.4395,37.3802,38.4496,-3.77,4.58
00014,2018-06,39.6391,45.2881,39.3494,42.2946,2.23,5.24
00014,2018-03,38.9674,43.2972,38.6735,40.0737,1.06,6.02
00014,2017-12,34.3083,40.4264,34.12,39.0145,4.39,5.34
00014,2017-09,34.8136,35.9555,33.5082,34.5907,-0.25,6.07
00014,2017-06,32.9444,35.5145,32.9444,34.8136,1.89,5.68
00014,2017-03,29.3653,34.5332,29.1387,32.9444,3.9,7.12
00014,2016-12,33.1719,34.0782,28.9121,29.048,-3.91,7.13
00014,2016-09,31.0053,35.0752,30.2403,32.9453,1.93,6.11
00014,2016-06,29.7453,31.7703,28.1253,31.0053,1.28,5.83
00014,2016-03,28.0287,30.5133,25.1081,29.7453,2.04,8.99
00014,2015-12,28.9005,30.4697,27.3748,27.68,-0.38,5.05
00014,2015-09,30.5013,30.5013,26.0671,28.0723,-1.2,8.6
00014,2015-06,29.4629,32.4049,28.5544,29.0736,-0.35,9.69
00014,2015-03,29.076,32.6475,28.2357,29.4197,-0.54,7.83
00015,2019-04,0.72,0.75,0.7,0.72,0.0,0.04
00015,2019-03,0.82,0.84,0.69,0.72,-0.12,0.35
00015,2018-12,0.69,0.96,0.55,0.85,0.23,1.63
00015,2018-09,0.7887,0.8082,0.65,0.66,-0.03,0.72
00015,2018-06,0.8763,0.8958,0.7497,0.7887,-0.1,0.97
00015,2018-03,0.8471,1.0905,0.8276,0.8861,0.09,1.6
00015,2017-12,1.0418,1.0418,0.7984,0.8471,-0.2,0.89
00015,2017-09,1.0618,1.1862,1.014,1.0418,-0.02,4.81
00015,2017-06,0.947,1.1384,0.947,1.0618,0.12,3.11
00015,2017-03,1.014,1.2436,0.8131,0.9375,-0.08,5.75
00015,2016-12,1.3392,1.454,0.9853,1.0044,-0.36,6.76
00015,2016-09,0.5845,1.5306,0.5845,1.3584,0.81,24.52
00015,2016-06,0.5656,0.6222,0.5374,0.5845,0.02,2.33
00015,2016-03,0.5374,0.5656,0.4619,0.5656,0.03,1.0
00015,2015-12,0.4808,0.5939,0.4714,0.5374,0.05,2.34
00015,2015-09,0.6192,0.6192,0.4257,0.4902,-0.16,4.38
00015,2015-06,0.4386,0.8084,0.43,0.6106,0.15,19.02
00015,2015-03,0.4386,0.5332,0.4214,0.4386,0.0,1.55
00016,2019-04,136.0,142.0,135.4,136.0,1.3,1.55
00016,2019-03,110.3223,135.9,107.1532,134.7,24.1747,8.38
00016,2018-12,109.2227,114.3826,95.3303,110.5204,1.2652,9.07
00016,2018-09,115.4503,119.3785,105.1029,109.2227,-4.2028,6.71
00016,2018-06,117.8455,126.2767,111.7137,113.4383,-5.3527,7.23
00016,2018-03,123.8771,132.5152,115.049,118.8036,-5.0186,7.57
00016,2017-12,118.8854,124.635,114.0049,123.7821,6.104,7.47
00016,2017-09,106.2736,126.9533,105.439,117.6799,11.2979,8.05
00016,2017-06,106.6445,115.0833,104.3262,106.3663,0.4445,8.0
00016,2017-03,90.0449,108.0355,89.7693,105.9026,15.8826,8.49
00016,2016-12,106.5378,106.5378,88.6214,89.9989,-14.6489,10.39
00016,2016-09,84.4616,110.2023,83.97,104.6609,21.529,11.66
00016,2016-06,83.97,90.1817,76.3282,83.1656,-1.633,10.83
00016,2016-03,82.7172,85.8916,69.8147,84.7744,2.0257,10.3
00016,2015-12,87.1781,93.4728,81.3032,82.7172,-6.0541,7.34
00016,2015-09,113.6506,113.6506,80.4091,86.6607,-21.6393,11.17
00016,2015-06,103.4755,118.6519,102.6994,108.3043,5.1815,9.54
00016,2015-03,101.2794,110.6888,99.0553,103.1305,1.1412,8.74
00017,2019-04,13.28,13.88,13.24,13.42,0.4,1.7
00017,2019-03,10.2659,13.2527,9.9099,13.02,2.7748,9.45
00017,2018-12,10.4166,10.8396,9.3922,10.2462,0.019,7.4
00017,2018-09,10.34,10.7996,9.2581,10.2251,-0.3477,6.37
00017,2018-06,10.3974,11.9484,10.3783,10.5698,-0.0389,7.86
00017,2018-03,11.1484,12.303,10.4481,10.6081,-0.5053,10.54
00017,2017-12,10.3189,11.7537,10.2588,11.1106,0.7899,11.1
00017,2017-09,9.2889,10.6684,8.9578,10.3189,1.2035,12.28
00017,2017-06,8.829,10.0614,8.6175,9.1141,0.3214,9.13
00017,2017-03,7.4606,9.3484,7.4515,8.7922,1.3485,10.6
00017,2016-12,8.9706,8.9881,7.3335,7.4424,-1.3901,11.51
00017,2016-09,6.8769,9.1633,6.7455,8.8304,1.9495,11.42
00017,2016-06,6.4651,6.9995,6.0534,6.8769,0.4034,7.99
00017,2016-03,6.5818,6.798,5.0504,6.4739,-0.1167,13.7
00017,2015-12,6.2922,7.1212,6.2839,6.5904,0.1156,9.85
00017,2015-09,8.6549,8.688,6.0518,6.2176,-2.1888,10.82
00017,2015-06,7.4528,9.1191,7.4031,8.4062,0.9516,15.18
00017,2015-03,7.2861,7.7277,7.1875,7.4528,0.058,12.26
00018,2019-04,0.83,0.84,0.82,0.83,0.01,0.13
00018,2019-03,0.81,0.85,0.8,0.82,-0.01,0.64
00018,2018-12,0.8693,0.9187,0.7902,0.83,-0.05,0.73
00018,2018-09,0.8604,0.9369,0.85,0.88,0.02,0.67
00018,2018-06,0.687,0.9541,0.687,0.87,0.14,3.69
00018,2018-03,0.7175,0.7251,0.6564,0.687,-0.03,1.32
00018,2017-12,0.7778,0.8002,0.688,0.7175,-0.06,0.81
00018,2017-09,0.6898,0.8002,0.6731,0.7778,0.1,1.85
00018,2017-06,0.6405,0.6968,0.6124,0.6898,0.06,0.85
00018,2017-03,0.5983,0.6757,0.5772,0.6405,0.04,0.97
00018,2016-12,0.4762,0.6539,0.4635,0.5983,0.14,2.4
00018,2016-09,0.4517,0.4889,0.4517,0.4698,0.02,0.73
00018,2016-06,0.4578,0.4762,0.4273,0.4578,-0.02,0.42
00018,2016-03,0.525,0.5738,0.4456,0.4578,-0.1,0.88
00018,2015-12,0.4827,0.5913,0.4762,0.5311,0.03,0.87
00018,2015-09,0.5952,0.5952,0.4465,0.4827,-0.15,1.11
00018,2015-06,0.5245,0.7779,0.5186,0.5834,0.06,4.55
00018,2015-03,0.5127,0.5481,0.5009,0.5186,-0.02,0.71
00019,2019-04,99.6894,102.8,97.5,100.2,1.0093,1.76
00019,2019-03,81.323,99.8858,77.5908,99.1983,17.9702,9.74
00019,2018-12,85.2516,87.707,74.497,81.2248,-2.992,9.56
00019,2018-09,81.2544,89.1521,79.0256,84.2203,3.6949,8.75
00019,2018-06,74.6004,84.1615,72.5814,80.5276,4.9002,10.12
00019,2018-03,69.3913,78.9015,69.2957,75.6518,6.497,12.17
00019,2017-12,71.8764,74.3137,68.6744,69.1523,-3.3031,9.27
00019,2017-09,71.7779,77.4678,70.8813,72.4499,0.5239,8.07
00019,2017-06,72.628,75.1285,69.2296,71.9667,-0.2665,10.68
00019,2017-03,69.092,76.071,68.999,72.2093,3.2987,8.66
00019,2016-12,78.63,79.2813,67.1844,68.9059,-8.8276,8.46
00019,2016-09,80.7129,86.8296,77.5133,77.746,-2.8149,9.9
00019,2016-06,73.9641,81.4947,72.0961,80.5749,6.307,9.61
00019,2016-03,77.122,77.122,62.4003,74.2755,-3.2992,9.42
00019,2015-12,79.1679,82.3257,73.8307,77.5667,0.6674,10.83
00019,2015-09,86.212,89.1091,69.7948,76.8996,-9.6026,11.22
00019,2015-06,89.9806,94.2011,84.2805,85.5535,-7.3119,11.23
00019,2015-03,86.3027,92.1189,83.9933,90.4082,4.0036,7.78
00020,2019-04,56.7617,58.4311,55.85,56.45,-0.0139,0.76
00020,2019-03,43.9952,56.7617,42.6694,56.467,12.5308,2.73
00020,2018-12,45.9593,46.4994,39.1341,43.9461,-2.1612,3.49
00020,2018-09,54.3015,55.0793,45.7629,46.1066,-7.0238,2.45
00020,2018-06,53.9396,58.8226,52.5514,53.1348,-1.7121,3.07
00020,2018-03,53.2702,60.1561,51.8356,54.8482,1.5054,3.04
00020,2017-12,52.8876,54.6569,50.401,53.3658,0.8116,2.64
00020,2017-09,55.5803,62.8587,51.6443,52.5529,-3.7626,3.52
00020,2017-06,57.6366,60.6846,54.4933,55.6749,-1.6311,2.82
00020,2017-03,40.3829,58.7558,40.3829,57.3102,16.6013,3.89
00020,2016-12,43.3674,46.072,38.4244,40.7094,-1.9568,4.6
00020,2016-09,33.1382,45.3259,32.8613,42.6679,9.2095,4.17
00020,2016-06,31.3064,34.8921,29.7229,33.4613,2.149,4.8
00020,2016-03,29.7704,31.3515,24.7108,31.3064,1.816,3.79
00020,2015-12,31.1708,33.4296,28.4152,29.4994,-0.7656,2.46
00020,2015-09,36.1086,37.3137,29.1011,30.2673,-5.4736,4.38
00020,2015-06,34.6324,41.137,34.3248,35.3498,-0.1131,4.31
00020,2015-03,31.9075,38.9395,31.7757,34.8522,3.0232,4.82
00021,2019-04,0.163,0.174,0.155,0.161,-0.009,0.02
00021,2019-03,0.106,0.201,0.09,0.17,0.071,0.83
00021,2018-12,0.184,0.188,0.09,0.104,-0.08,1.83
00021,2018-09,0.199,0.22,0.17,0.185,0.04,0.09
00021,2018-06,0.24,0.28,0.189,0.205,-0.14,0.15
00021,2018-03,0.19,0.325,0.186,0.25,-0.06,1.78
00021,2017-12,0.2,0.219,0.172,0.199,0.01,0.07
00021,2017-09,0.242,0.25,0.197,0.2,-0.03,0.3
00021,2017-06,0.236,0.26,0.226,0.247,0.0,0.4
00021,2017-03,0.3,0.3,0.235,0.249,-0.07,0.19
00021,2016-12,0.241,0.35,0.229,0.3,0.09,0.59
00021,2016-09,0.172,0.27,0.17,0.25,0.04,0.53
00021,2016-06,0.188,0.208,0.17,0.181,-0.02,0.17
00021,2016-03,0.209,0.215,0.17,0.19,-0.01,0.17
00021,2015-12,0.19,0.23,0.174,0.214,0.02,0.61
00021,2015-09,0.33,0.33,0.169,0.19,-0.15,1.59
00021,2015-06,0.27,0.425,0.246,0.335,0.05,6.7
00021,2015-03,0.265,0.335,0.237,0.285,0.03,0.46
00022,2019-04,0.221,0.225,0.21,0.22,-0.009,0.17
00022,2019-03,0.234,0.24,0.216,0.229,-0.035,0.22
00022,2018-12,0.242,0.242,0.242,0.242,0.003,0.0
00022,2018-09,0.25,0.285,0.225,0.249,-0.05,9.78
00022,2018-09,0.25,0.285,0.225,0.248,-0.02,9.76
00022,2018-06,0.285,0.295,0.255,0.255,-0.04,0.48
00022,2018-03,0.28,0.3,0.25,0.29,0.0,1.7
00022,2017-12,0.305,0.31,0.27,0.27,-0.03,1.61
00022,2017-09,0.315,0.36,0.3,0.305,-0.01,2.13
00022,2017-06,0.31,0.385,0.31,0.32,0.02,5.35
00022,2017-03,0.234,0.32,0.231,0.305,0.05,3.89
00022,2016-12,0.25,0.265,0.233,0.241,-0.01,2.05
00022,2016-09,0.224,0.28,0.219,0.255,0.04,2.63
00022,2016-06,0.22,0.25,0.219,0.237,0.07,0.88
00022,2016-03,0.26,0.26,0.2,0.22,-0.05,0.81
00022,2015-12,0.265,0.345,0.246,0.265,0.0,3.02
00022,2015-09,0.455,0.455,0.217,0.27,-0.19,5.99
