股票代码,时间,开盘价,最高价,最低价,收盘价,涨跌幅,换手率
00658,2015-03,4.5235,5.3218,4.184,4.9181,0.49,19.4
00659,2019-04,17.32,17.46,16.32,16.78,-0.38,1.07
00659,2019-03,15.7309,21.5316,15.141,17.16,1.3667,7.75
00659,2018-12,14.6001,17.1073,13.9121,15.7899,0.998,4.16
00659,2018-09,13.6063,14.8294,12.2686,14.7912,1.8168,2.08
00659,2018-06,13.6063,14.8294,12.9757,12.9757,-0.6279,2.57
00659,2018-03,13.2821,14.5916,13.1137,13.6063,0.4179,3.2
00659,2017-12,13.292,14.0923,12.6835,13.1886,-0.0515,3.52
00659,2017-09,13.2746,14.2141,12.6309,13.2398,-0.121,2.21
00659,2017-06,12.4395,13.64,11.848,13.3616,1.0306,2.33
00659,2017-03,10.6296,12.6672,10.6296,12.3351,1.6036,2.54
00659,2016-12,10.8753,12.3341,10.307,10.7315,0.004,2.46
00659,2016-09,10.179,11.8534,10.0132,10.7261,0.5947,2.24
00659,2016-06,10.2619,10.3448,9.2838,10.1292,-0.1319,2.01
00659,2016-03,9.3884,10.6929,8.5966,10.2619,0.8887,2.76
00659,2015-12,7.9917,10.0993,7.8661,9.3722,1.114,1.7
00659,2015-09,8.6355,9.5932,7.0654,7.9917,-0.8165,2.7
00659,2015-06,10.3469,11.1319,8.714,8.8082,-1.3296,2.71
00659,2015-03,10.9855,11.6779,9.4205,10.1427,-1.0689,2.19
00660,2019-04,0.045,0.046,0.043,0.045,0.0,0.04
00660,2019-03,0.031,0.048,0.028,0.045,0.015,6.06
00660,2018-12,0.061,0.068,0.028,0.031,-0.01,3.6
00660,2018-09,0.066,0.072,0.052,0.062,0.01,1.18
00660,2018-06,0.051,0.069,0.043,0.067,0.02,3.02
00660,2018-03,0.07,0.075,0.05,0.055,0.03,4.28
00660,2017-12,0.079,0.085,0.058,0.068,0.0,2.67
00660,2017-09,0.08,0.088,0.07,0.079,0.03,6.43
00660,2017-06,0.089,0.091,0.068,0.079,-0.01,1.24
00660,2017-03,0.082,0.099,0.076,0.089,0.0,1.42
00660,2016-12,0.112,0.112,0.078,0.082,0.0,3.28
00660,2016-09,0.164,0.17,0.084,0.107,-0.04,5.87
00660,2016-06,0.113,0.184,0.094,0.156,0.02,4.09
00660,2016-03,0.072,0.121,0.036,0.113,0.03,1.59
00660,2015-12,0.089,0.096,0.06,0.072,-0.02,0.7
00660,2015-09,0.154,0.158,0.075,0.089,-0.07,1.24
00660,2015-06,0.1,0.245,0.096,0.163,0.06,14.54
00660,2015-03,0.054,0.27,0.044,0.098,0.04,11.01
00661,2019-04,0.067,0.075,0.06,0.061,-0.009,0.22
00661,2019-03,0.051,0.08,0.05,0.07,0.019,0.6
00661,2018-12,0.064,0.076,0.047,0.053,-0.01,0.51
00661,2018-09,0.081,0.081,0.058,0.067,-0.01,0.43
00661,2018-06,0.092,0.093,0.072,0.072,-0.01,0.67
00661,2018-03,0.1,0.12,0.086,0.094,0.0,2.28
00661,2017-12,0.116,0.132,0.08,0.099,-0.01,1.83
00661,2017-09,0.096,0.18,0.096,0.116,0.05,5.24
00661,2017-06,0.122,0.129,0.07,0.096,-0.01,0.99
00661,2017-03,0.15,0.158,0.114,0.122,0.01,1.97
00661,2016-12,0.109,0.193,0.103,0.135,0.03,3.73
00661,2016-09,0.118,0.125,0.104,0.106,-0.01,0.86
00661,2016-06,0.138,0.138,0.109,0.118,-0.03,0.8
00661,2016-03,0.143,0.155,0.111,0.14,0.02,0.89
00661,2015-12,0.15,0.203,0.134,0.142,0.0,1.44
00661,2015-09,0.26,0.26,0.1,0.144,-0.12,2.79
00661,2015-06,0.22,0.41,0.215,0.255,0.04,12.39
00661,2015-03,0.13,0.275,0.127,0.222,0.09,6.57
00662,2019-04,4.5,4.7,4.5,4.65,0.11,0.18
00662,2019-03,4.35,4.8,4.28,4.54,0.36,0.16
00662,2018-12,4.8,4.8,4.21,4.35,-0.38,0.33
00662,2018-09,4.9792,5.1783,4.6207,4.8,-0.31,0.14
00662,2018-06,4.5137,5.8455,4.5137,5.0987,0.71,0.89
00662,2018-03,4.7492,4.8081,4.4156,4.5137,-0.2,0.7
00662,2017-12,4.5137,4.867,4.239,4.6707,0.21,0.49
00662,2017-09,4.1142,4.6217,3.9586,4.5137,0.39,0.59
00662,2017-06,4.0986,4.3184,3.8682,4.1336,0.06,0.88
00662,2017-03,3.6282,4.3577,3.5035,4.0794,0.54,1.13
00662,2016-12,4.3193,4.3673,3.4939,3.5707,-0.68,0.61
00662,2016-09,4.4763,4.629,3.7987,4.2713,-0.21,5.35
00662,2016-06,3.1609,4.6481,3.1609,4.4859,1.36,3.52
00662,2016-03,2.8467,3.1799,2.4849,3.1514,0.32,0.47
00662,2015-12,2.8182,2.9229,2.7134,2.8562,0.03,0.27
00662,2015-09,3.7353,3.7447,2.6815,2.8182,-0.96,0.76
00662,2015-06,3.0691,4.6762,3.0505,3.7447,0.62,5.55
00662,2015-03,3.1156,3.1621,2.9389,3.0784,-0.05,0.35
00663,2019-04,0.125,0.125,0.101,0.113,-0.002,0.02
00663,2019-03,0.113,0.149,0.113,0.115,-0.009,0.59
00663,2018-12,0.142,0.16,0.11,0.138,0.01,0.56
00663,2018-09,0.154,0.24,0.132,0.144,0.0,1.27
00663,2018-06,0.18,0.184,0.125,0.144,0.0,1.93
00663,2018-03,0.18,0.192,0.164,0.18,0.0,1.72
00663,2017-12,0.187,0.242,0.16,0.194,0.0,0.8
00663,2017-09,0.192,0.207,0.168,0.204,0.02,0.91
00663,2017-06,0.2,0.21,0.165,0.187,-0.01,1.75
00663,2017-03,0.205,0.222,0.191,0.198,-0.01,2.02
00663,2016-12,0.202,0.265,0.196,0.205,0.0,4.98
00663,2016-09,0.245,0.26,0.198,0.202,-0.03,3.71
00663,2016-06,0.184,0.275,0.165,0.247,0.03,7.25
00663,2016-03,0.206,0.25,0.136,0.182,-0.02,3.91
00663,2015-12,0.241,0.305,0.195,0.21,-0.04,7.28
00663,2015-09,0.39,0.46,0.232,0.25,-0.13,15.09
00663,2015-06,0.345,0.5,0.295,0.38,0.02,47.59
00663,2015-03,0.224,0.435,0.165,0.355,0.13,25.38
00665,2019-04,3.1163,3.24,2.89,3.0,-0.0766,2.59
00665,2019-03,2.4492,3.7933,2.3098,3.0764,0.6273,19.33
00665,2018-12,2.7578,2.8574,2.2401,2.4492,-0.2788,11.29
00665,2018-09,3.4305,3.7309,2.4691,2.728,-0.7417,11.88
00665,2018-06,4.4189,4.729,3.353,3.4692,-0.9606,10.6
00665,2018-03,4.1603,5.746,4.1323,4.4286,0.271,31.6
00665,2017-12,4.2442,4.5521,4.011,4.1603,-0.0371,17.34
00665,2017-09,4.1598,4.6265,3.8782,4.1976,0.0665,23.22
00665,2017-06,4.0971,4.2853,3.6847,4.1329,0.0355,14.1
00665,2017-03,3.9895,4.5184,3.7384,4.0971,0.1087,19.21
00665,2016-12,4.7156,4.9039,3.7384,3.9895,-0.6278,17.83
00665,2016-09,4.0744,5.1549,3.9772,4.617,0.5077,17.6
00665,2016-06,3.9768,4.207,3.5795,4.1098,0.1854,11.29
00665,2016-03,4.1608,4.1958,3.0045,3.9243,-0.2547,15.59
00665,2015-12,3.4337,4.8002,3.3374,4.1783,0.8237,25.31
00665,2015-09,5.9931,6.1265,2.3339,3.3549,-2.6555,47.16
00665,2015-06,2.9473,7.5079,2.8557,5.8347,2.8028,70.43
00665,2015-03,2.6618,3.012,2.4193,2.8934,0.2369,25.38
00666,2019-04,0.174,0.185,0.173,0.18,0.001,0.05
00666,2019-03,0.208,0.255,0.169,0.175,-0.01,0.33
00666,2018-12,0.201,0.21,0.177,0.18,-0.01,0.18
00666,2018-09,0.22,0.24,0.185,0.199,-0.01,0.11
00666,2018-06,0.216,0.28,0.196,0.24,0.03,2.43
00666,2018-03,0.132,0.232,0.1264,0.216,0.07,5.71
00666,2017-12,0.124,0.156,0.12,0.136,0.03,6.52
00666,2017-09,0.1312,0.1392,0.12,0.124,-0.01,0.43
00666,2017-06,0.1424,0.1472,0.1288,0.1304,0.0,0.34
00666,2017-03,0.1288,0.1544,0.1232,0.1424,0.01,1.0
00666,2016-12,0.1568,0.176,0.1264,0.1288,-0.02,2.01
00666,2016-09,0.1424,0.16,0.1256,0.1448,0.01,0.35
00666,2016-06,0.152,0.1592,0.1296,0.1424,0.01,0.22
00666,2016-03,0.1776,0.188,0.132,0.152,-0.04,0.36
00666,2015-12,0.1712,0.1832,0.1528,0.1728,0.01,0.51
00666,2015-09,0.248,0.248,0.124,0.1656,-0.09,1.38
00666,2015-06,0.1847,0.3974,0.1699,0.256,0.06,8.74
00666,2015-03,0.1862,0.1917,0.1558,0.1784,-0.01,1.01
00667,2011-11,1.23,1.24,1.22,1.23,0.08,0.0
00667,2011-09,0.81,1.16,0.81,1.15,0.35,0.0
00667,2011-06,0.94,0.99,0.68,0.8,-0.12,0.0
00667,2011-03,1.22,1.3,0.88,0.92,-0.28,0.0
00667,2010-12,1.36,1.52,1.12,1.2,-0.15,0.0
00667,2010-09,1.72,1.76,1.31,1.35,-0.26,0.0
00667,2010-06,2.54,2.68,1.49,1.61,-0.86,0.0
00667,2010-03,1.88,2.66,1.84,2.47,0.64,0.0
00667,2009-12,1.5,2.11,1.47,1.83,0.33,0.0
00667,2009-09,0.92,1.67,0.79,1.5,0.59,0.0
00667,2009-06,0.58,1.0,0.52,0.91,0.37,0.0
00667,2009-03,0.44,0.64,0.4,0.54,-0.27,0.0
00667,2008-12,1.59,1.6,0.32,0.45,-1.32,0.0
00667,2008-09,1.35,1.39,0.7,0.81,-0.59,0.0
00667,2008-06,1.26,1.6,1.21,1.4,0.16,0.0
00667,2008-03,1.56,1.61,1.15,1.24,0.79,0.0
00667,2007-12,1.81,1.95,1.51,1.57,-0.23,0.0
00667,2007-09,1.81,1.88,1.38,1.77,-0.04,0.0
00668,2019-04,0.4,0.445,0.36,0.365,-0.03,0.0
00668,2019-03,0.405,0.6,0.39,0.4,-0.085,0.23
00668,2018-12,0.51,0.59,0.31,0.5,-0.08,0.31
00668,2018-09,0.435,0.7,0.35,0.56,0.15,0.91
00668,2018-06,0.48,0.55,0.42,0.43,-0.06,0.53
00668,2018-03,0.7,0.84,0.415,0.5,-0.24,4.23
00668,2017-12,0.355,1.44,0.345,0.7,0.35,9.07
00668,2017-09,0.355,0.39,0.33,0.355,0.04,0.42
00668,2017-06,0.375,0.43,0.325,0.355,-0.04,0.35
00668,2017-03,0.4,0.47,0.35,0.375,-0.01,0.22
00668,2016-12,0.39,0.5,0.355,0.4,0.03,0.15
00668,2016-09,0.325,0.5,0.295,0.35,0.04,0.18
00668,2016-06,0.42,0.42,0.31,0.325,-0.09,0.24
00668,2016-03,0.375,0.42,0.275,0.42,0.06,0.11
00668,2015-12,0.41,0.49,0.34,0.375,-0.03,0.15
00668,2015-09,0.8,0.8,0.29,0.41,-0.39,0.53
00668,2015-06,0.58,0.95,0.54,0.8,0.2,3.15
00668,2015-03,0.67,0.69,0.485,0.6,-0.07,1.25
00669,2019-04,53.35,58.85,52.8,57.85,5.1,2.36
00669,2019-03,42.45,54.05,39.9,52.75,11.15,15.62
00669,2018-12,50.2,50.25,35.3,41.6,-8.4,16.1
00669,2018-09,44.1485,51.0,39.188,50.0,6.62,14.69
00669,2018-06,43.6915,49.6942,40.7394,43.4044,-1.63,11.53
00669,2018-03,50.2354,55.7461,41.4774,45.02,-5.06,14.04
00669,2017-12,41.4282,51.1703,41.133,50.137,9.11,10.14
00669,2017-09,35.2314,41.5758,32.7882,41.0346,5.94,11.5
00669,2017-06,30.327,36.1598,30.0848,35.0848,4.63,10.7
00669,2017-03,26.8874,32.168,24.3682,30.4724,3.51,18.27
00669,2016-12,29.2612,30.1333,26.4029,26.9358,-2.43,15.78
00669,2016-09,31.0423,34.8443,28.0985,29.3581,-1.64,15.22
00669,2016-06,28.9896,31.0904,27.3658,31.0423,1.77,9.4
00669,2016-03,30.3746,30.8044,25.7898,29.2762,-0.9,12.82
00669,2015-12,27.127,31.5208,25.7898,30.1836,2.89,11.83
00669,2015-09,25.3125,28.9896,23.5554,27.318,3.04,13.31
00669,2015-06,25.0465,27.9237,23.6504,24.1253,-0.77,11.93
00669,2015-03,23.8672,26.1785,21.8862,24.7163,1.13,11.18
00670,2019-04,5.6,7.2,5.6,5.94,0.37,1.47
00670,2019-03,4.36,5.89,3.98,5.57,1.21,5.06
00670,2018-12,5.05,5.27,3.95,4.36,-0.66,4.37
00670,2018-09,5.0,5.5,4.16,5.02,-0.29,6.47
00670,2018-06,5.7415,7.0086,4.89,5.31,-0.33,8.79
00670,2018-03,5.6128,7.3551,5.3455,5.6425,0.05,11.27
00670,2017-12,3.8211,5.7316,3.7914,5.6128,1.8,27.64
00670,2017-09,4.811,4.8308,3.7122,3.8211,-0.9,11.64
00670,2017-06,4.422,4.7644,3.9622,4.7155,0.22,13.41
00670,2017-03,3.4926,4.8818,3.4632,4.5003,1.04,20.63
00670,2016-12,3.4729,3.7567,3.2187,3.473,0.03,17.95
00670,2016-09,3.7327,4.4638,3.3863,3.4344,-0.31,18.87
00670,2016-06,4.2137,4.6851,3.6942,3.7134,-0.46,17.42
00670,2016-03,4.2618,4.2618,3.1362,4.1848,-0.09,18.36
00670,2015-12,4.5023,4.9544,3.6557,4.2425,-0.26,16.58
00670,2015-09,6.2339,6.8015,3.4729,4.4542,-1.77,47.79
00670,2015-06,4.6755,7.2729,4.6755,6.2436,1.51,22.31
00670,2015-03,3.5595,4.9256,3.2709,4.7428,1.16,6.31
00672,2019-04,0.33,0.335,0.3,0.305,-0.02,0.82
00672,2019-03,0.265,0.36,0.249,0.325,0.055,3.72
00672,2018-12,0.31,0.315,0.25,0.265,-0.04,0.88
00672,2018-09,0.4,0.43,0.275,0.325,-0.13,3.39
00672,2018-06,0.56,0.58,0.37,0.4,-0.25,4.64
00672,2018-03,0.92,1.06,0.54,0.57,-0.41,31.78
00672,2017-12,1.18,1.25,0.87,0.92,-0.23,26.78
00672,2017-09,0.845,1.4,0.82,1.15,0.3,33.39
00672,2017-06,0.325,0.845,0.315,0.83,0.47,16.97
00672,2017-03,0.315,0.36,0.295,0.325,-0.01,2.29
00672,2016-12,0.375,0.39,0.295,0.32,-0.02,1.86
00672,2016-09,0.345,0.415,0.34,0.385,0.02,1.69
00672,2016-06,0.365,0.375,0.33,0.345,-0.01,0.75
00672,2016-03,0.39,0.425,0.34,0.365,0.01,1.13
00672,2015-12,0.44,0.465,0.38,0.405,-0.04,1.1
00672,2015-09,0.51,0.51,0.31,0.435,0.0,1.95
00672,2015-06,0.425,0.64,0.41,0.51,0.07,10.84
00672,2015-03,0.57,0.635,0.375,0.425,-0.15,4.36
00673,2019-04,0.079,0.08,0.073,0.078,0.001,0.34
00673,2019-03,0.087,0.094,0.06,0.077,-0.011,1.61
00673,2018-12,0.109,0.11,0.08,0.088,-0.02,0.49
00673,2018-09,0.093,0.161,0.08,0.109,0.0,1.43
00673,2018-06,0.117,0.15,0.091,0.1,-0.02,0.71
00673,2018-03,0.15,0.176,0.117,0.12,0.01,0.9
00673,2017-12,0.15,0.172,0.13,0.15,0.0,2.22
00673,2017-09,0.174,0.174,0.146,0.15,0.0,1.65
00673,2017-06,0.169,0.235,0.149,0.173,0.02,13.01
00673,2016-03,0.225,0.233,0.16,0.17,-0.06,3.91
00673,2015-12,0.28,0.3,0.18,0.23,-0.07,6.44
00673,2015-09,0.35,0.385,0.13,0.295,-0.05,14.36
00673,2015-06,0.28,0.485,0.28,0.35,0.06,63.23
00673,2015-03,0.26,0.35,0.24,0.285,0.0,10.03
00673,2014-12,0.285,0.5,0.25,0.29,0.02,52.46
00673,2014-09,0.24,0.34,0.21,0.265,0.02,11.3
00673,2014-06,0.3,0.355,0.225,0.25,-0.05,6.68
00673,2014-03,0.219,0.32,0.2,0.3,0.09,0.0
00674,2019-04,0.193,0.193,0.178,0.178,-0.016,0.02
00674,2019-03,0.19,0.275,0.19,0.194,0.0,0.51
00674,2018-12,0.182,0.206,0.165,0.193,0.01,1.0
00674,2018-09,0.196,0.22,0.165,0.182,-0.04,1.58
00674,2018-06,0.208,0.248,0.196,0.196,-0.03,4.13
00674,2018-03,0.24,0.325,0.202,0.213,-0.09,23.13
00674,2017-12,0.325,0.36,0.228,0.24,-0.1,36.17
00674,2017-09,0.238,0.37,0.199,0.325,0.08,19.45
00674,2017-06,0.355,0.36,0.228,0.238,-0.15,4.02
00674,2017-03,0.335,0.425,0.31,0.36,0.04,3.66
00674,2016-12,0.365,0.69,0.27,0.345,-0.07,25.66
00674,2016-09,0.37,0.435,0.305,0.365,0.04,12.7
00674,2016-06,0.63,0.67,0.335,0.37,-0.27,6.15
00674,2016-03,0.67,0.7,0.52,0.66,-0.03,8.25
00674,2015-12,0.66,0.81,0.51,0.68,0.02,0.96
00674,2015-09,0.95,1.03,0.5,0.66,-0.3,1.21
00674,2015-06,0.38,1.32,0.375,0.96,0.56,14.29
00674,2015-03,0.52,0.55,0.38,0.4,-0.11,0.97
00675,2019-04,0.62,0.7,0.6,0.68,-0.02,0.1
00675,2019-03,0.59,0.77,0.59,0.72,0.2,0.41
00675,2018-12,0.52,0.65,0.475,0.57,0.06,1.17
00675,2018-09,1.03,1.05,0.6,0.63,-0.34,0.97
00675,2018-06,1.02,1.18,0.9,1.08,0.08,1.54
00675,2018-03,1.17,1.21,1.0,1.05,0.01,1.0
00675,2017-12,1.03,1.36,0.86,1.16,0.07,7.22
00675,2017-09,1.08,1.15,0.93,1.1,0.01,1.66
00675,2017-06,1.27,1.33,1.0,1.09,-0.08,4.67
00675,2017-03,1.09,1.43,1.05,1.28,0.25,3.08
00675,2016-12,1.15,1.19,1.0,1.11,0.04,1.65
00675,2016-09,1.07,1.17,0.99,1.15,0.11,1.82
00675,2016-06,1.0,1.22,0.95,1.07,0.08,2.65
00675,2016-03,0.9,1.18,0.73,1.04,0.14,1.04
00675,2015-12,0.8,1.03,0.8,0.92,0.15,1.3
00675,2015-09,1.49,1.49,0.66,0.77,-0.62,3.4
00675,2015-06,0.7798,1.8,0.7403,1.39,0.6,33.9
00675,2015-03,0.8884,0.9279,0.7305,0.7798,-0.11,3.5
00676,2019-03,1.0,1.02,1.0,1.0,0.0,0.01
00676,2018-12,0.99,1.02,0.8,1.02,0.01,0.01
00676,2018-09,1.0,1.01,0.9,1.01,-0.05,0.05
00676,2018-06,1.0304,1.05,0.9911,1.05,-0.04,0.09
00676,2018-03,1.0206,1.0794,0.9715,1.0598,0.03,0.16
00676,2017-12,0.9617,1.0893,0.9224,1.0304,0.07,0.21
00676,2017-09,1.0104,1.0104,0.9141,0.9911,-0.08,0.08
00676,2017-06,1.1064,1.2686,1.0104,1.0104,-0.03,0.2
00676,2017-03,1.2686,1.4307,1.0683,1.1064,-0.02,0.21
00676,2016-12,0.992,1.5261,0.9157,1.1923,0.17,0.33
00676,2016-09,1.1524,1.209,0.9351,0.992,-0.12,0.19
00676,2016-06,1.1245,1.3681,1.1146,1.1524,-0.02,0.08
00676,2016-03,1.6305,1.6867,0.9839,1.1151,-1.22,0.18
00676,2015-10,1.9483,2.2328,1.9483,2.1552,0.26,0.05
00676,2015-09,1.397,2.0863,0.8836,1.8966,0.46,0.31
00676,2015-06,0.9493,2.3564,0.9411,1.397,0.41,2.62
00676,2015-03,0.9576,1.0153,0.9411,0.9493,0.0,0.01
00676,2014-12,0.9493,0.9576,0.8833,0.9576,0.0,0.03
00677,2019-04,0.61,0.66,0.59,0.64,0.03,1.17
00677,2019-03,0.5,0.64,0.485,0.61,0.11,3.95
00677,2018-12,0.4794,0.52,0.4403,0.5,0.02,2.78
00677,2018-09,0.4291,0.7045,0.4243,0.4843,0.07,7.27
00677,2018-06,0.4481,0.4863,0.4195,0.4291,-0.01,1.11
00677,2018-03,0.4577,0.4767,0.4386,0.4481,0.01,0.95
00677,2017-12,0.465,0.4744,0.4464,0.4577,-0.04,0.97
00677,2017-09,0.4632,0.4744,0.4359,0.465,0.02,1.26
00677,2017-06,0.4541,0.5268,0.4541,0.4632,0.02,1.93
00677,2017-03,0.386,0.4632,0.386,0.4541,0.08,1.8
00677,2016-12,0.4025,0.4378,0.3633,0.3905,-0.02,2.35
00677,2016-09,0.3532,0.4157,0.3489,0.3936,0.04,0.86
00677,2016-06,0.3446,0.3833,0.3446,0.3575,-0.01,0.36
00677,2016-03,0.392,0.3963,0.2714,0.3446,-0.05,1.42
00677,2015-12,0.3986,0.4154,0.3776,0.3877,-0.03,0.96
00677,2015-09,0.4744,0.499,0.3681,0.4028,-0.07,3.82
00677,2015-06,0.4172,0.6217,0.409,0.4744,0.07,14.53
00677,2015-03,0.3681,0.4499,0.3681,0.4172,0.04,4.87
00678,2019-04,1.09,1.12,1.06,1.09,0.0,0.17
00678,2019-03,1.45,1.59,0.95,1.09,-0.35,11.37
00678,2018-12,1.13,1.48,1.0,1.44,0.29,9.0
00678,2018-09,1.3625,1.4,1.13,1.15,-0.18,0.62
00678,2018-06,1.2671,1.517,1.2493,1.3812,0.17,0.2
00678,2018-03,1.5527,1.7847,1.2493,1.285,-0.24,0.23
00678,2017-12,1.7936,1.9185,1.5438,1.5438,-0.26,0.01
00678,2017-09,1.9774,2.0977,1.771,1.7847,-0.23,0.05
00678,2017-06,1.9555,2.0553,1.9222,1.9774,0.02,0.03
00678,2017-03,1.8806,2.3299,1.8723,1.9638,0.09,0.02
00678,2016-12,1.8057,1.9555,1.7558,1.8806,0.12,0.04
00678,2016-09,1.9139,1.9971,1.6642,1.7724,-0.17,0.11
00678,2016-06,2.2634,2.4964,1.8889,1.9638,-0.29,0.01
00678,2016-03,2.2218,2.5796,2.0387,2.255,0.04,0.01
00678,2015-12,1.9971,2.3965,1.9139,2.1968,0.22,0.0
00678,2015-09,2.1968,2.4131,1.8473,1.9971,-0.23,0.04
00678,2015-06,2.2978,2.403,2.1635,2.2051,-0.18,0.02
00678,2015-03,2.2088,2.3868,2.0551,2.3302,0.12,0.01
00679,2019-04,1.35,1.4,1.29,1.31,0.0,0.17
00679,2019-03,1.25,1.39,1.17,1.31,0.05,1.11
00679,2018-12,1.16,1.25,0.91,1.25,-0.03,1.17
00679,2018-09,1.4,1.45,1.1,1.29,-0.12,0.5
00679,2018-06,1.46,1.47,1.37,1.4,-0.09,1.07
00679,2018-03,1.65,1.65,1.43,1.49,-0.28,2.37
00679,2017-12,2.03,2.04,1.51,1.68,-0.34,4.46
00679,2017-09,0.95,2.07,0.95,2.03,1.11,13.24
00679,2017-06,1.23,1.52,0.92,0.96,-0.26,17.44
00679,2017-03,1.14,1.29,1.0,1.23,0.08,7.97
00679,2016-12,0.98,1.2,0.97,1.15,0.16,5.87
00679,2016-09,1.08,1.15,0.86,1.0,-0.07,5.79
00679,2016-06,0.69,1.21,0.65,1.08,0.39,18.78
00679,2016-03,0.69,0.73,0.56,0.69,0.03,3.22
00679,2015-12,0.71,0.78,0.64,0.69,-0.01,3.42
00679,2015-09,0.93,0.96,0.58,0.7,-0.27,7.61
00679,2015-06,0.62,1.32,0.62,0.97,0.33,34.21
00679,2015-03,0.67,0.86,0.6,0.64,-0.03,5.3
00680,2019-04,0.163,0.167,0.155,0.161,0.002,0.04
00680,2019-03,0.2,0.2,0.155,0.159,-0.041,0.63
00680,2018-12,0.186,0.204,0.14,0.2,0.02,0.64
00680,2018-09,0.203,0.204,0.171,0.187,-0.02,0.66
00680,2018-06,0.2154,0.2154,0.175,0.207,0.02,1.38
00680,2018-03,0.2667,0.2667,0.2094,0.2154,-0.02,1.13
00680,2017-12,0.2411,0.2667,0.2035,0.2667,0.05,1.95
00680,2017-09,0.247,0.2717,0.2341,0.243,-0.02,2.75
00680,2017-06,0.2549,0.2794,0.242,0.246,-0.02,3.59
00680,2017-03,0.2549,0.2696,0.2255,0.2549,0.04,3.09
00680,2016-12,0.2059,0.2843,0.201,0.2549,0.06,5.66
00680,2016-09,0.2059,0.2108,0.1882,0.2029,0.01,3.05
00680,2016-06,0.2127,0.2255,0.1696,0.2059,0.05,3.7
00680,2016-03,0.1647,0.2216,0.1382,0.2108,0.04,5.88
00680,2015-12,0.1206,0.1872,0.1176,0.1676,0.05,5.94
00680,2015-09,0.2059,0.2157,0.0784,0.1186,-0.09,7.94
00680,2015-06,0.0392,0.3823,0.0343,0.2059,0.17,41.7
00680,2015-03,0.0392,0.0451,0.0353,0.0392,0.0,1.41
00681,2019-04,0.078,0.089,0.077,0.083,0.006,0.4
00681,2019-03,0.068,0.094,0.064,0.077,0.01,2.01
00681,2018-12,0.098,0.115,0.062,0.067,-0.01,1.33
00681,2018-09,0.104,0.119,0.087,0.098,-0.02,1.31
00681,2018-06,0.103,0.129,0.1,0.104,0.01,3.27
00681,2018-03,0.11,0.13,0.098,0.106,-0.01,3.67
00681,2017-12,0.092,0.124,0.085,0.104,-0.01,7.15
00681,2017-09,0.094,0.096,0.079,0.091,0.01,3.8
00681,2017-06,0.11,0.11,0.088,0.093,0.01,1.47
00681,2017-03,0.115,0.123,0.108,0.109,-0.01,2.81
00681,2016-12,0.138,0.146,0.11,0.117,-0.02,2.51
00681,2016-09,0.118,0.145,0.108,0.14,0.04,4.22
00681,2016-06,0.142,0.148,0.116,0.12,-0.01,3.76
00681,2016-03,0.141,0.175,0.108,0.14,0.03,3.45
00681,2015-12,0.147,0.197,0.138,0.143,-0.01,9.92
00681,2015-09,0.223,0.223,0.089,0.147,-0.07,15.74
00681,2015-06,0.118,0.27,0.117,0.218,0.1,51.7
00681,2015-03,0.131,0.148,0.11,0.122,-0.02,5.4
00682,2019-04,0.108,0.11,0.092,0.094,-0.009,0.6
00682,2019-03,0.071,0.126,0.066,0.103,0.032,7.47
00682,2018-12,0.09,0.1,0.068,0.071,-0.01,4.2
00682,2018-09,0.117,0.122,0.072,0.091,-0.01,7.12
00682,2018-06,0.208,0.22,0.116,0.121,-0.13,8.93
00682,2018-03,0.28,0.31,0.204,0.212,-0.11,6.69
00682,2017-12,0.187,0.34,0.174,0.285,0.09,24.32
00682,2017-09,0.136,0.198,0.13,0.187,0.05,6.39
00682,2017-06,0.201,0.21,0.13,0.138,-0.02,7.06
00682,2017-03,0.226,0.24,0.196,0.202,-0.01,6.62
00682,2016-12,0.212,0.265,0.194,0.232,0.06,25.99
00682,2016-09,0.172,0.214,0.166,0.204,0.02,15.01
00682,2016-06,0.165,0.208,0.157,0.172,-0.01,21.0
00682,2016-03,0.248,0.248,0.161,0.168,-0.08,19.63
00682,2015-12,0.231,0.375,0.231,0.248,0.01,12.28
00682,2015-09,0.52,0.53,0.223,0.237,-0.28,23.47
00682,2015-06,0.435,0.71,0.41,0.52,0.08,160.23
00682,2015-03,1.1,1.1,0.295,0.44,-0.66,175.02
00683,2019-04,35.5,36.9,33.9,34.3,-0.75,0.95
00683,2019-03,27.0,35.75,26.4,35.05,8.3,7.26
00683,2018-12,26.65,29.3,23.85,26.75,0.2,8.58
00683,2018-09,37.4749,40.5321,26.35,26.55,-10.46,11.64
00683,2018-06,33.6012,44.2796,33.3132,37.0312,3.12,7.27
00683,2018-03,34.1292,36.9613,31.7771,33.9372,0.2,6.92
00683,2017-12,31.6811,34.4652,30.8171,33.7452,2.71,7.74
00683,2017-09,24.977,31.5851,24.6459,31.0571,5.99,10.37
00683,2017-06,24.8213,27.763,24.362,25.0716,0.32,9.51
00683,2017-03,19.2135,25.6027,19.2135,24.7753,5.45,7.85
00683,2016-12,23.4883,23.4883,18.7538,19.3514,-4.01,7.85
00683,2016-09,17.5076,23.902,17.1448,23.3504,6.06,8.91
00683,2016-06,18.7025,19.6266,16.2739,17.308,-1.47,6.7
00683,2016-03,18.7025,19.0545,14.6628,18.7465,0.14,9.97
