股票编号,日期,流动资产,速动资产,流动负债
00233,2011-06,1184.98,115700.0,23900.0
00233,2010-12,1424.46,85800.0,25700.0
00236,2018-12,3698.35,20900.0,12600.0
00236,2018-06,3439.34,22100.0,13200.0
00236,2017-12,3987.96,24500.0,13700.000000000002
00236,2017-06,3806.0,25600.0,14000.0
00236,2016-12,4405.19,25200.0,11399.999999999998
00236,2016-06,3356.97,22799.999999999996,10800.0
00236,2015-12,4392.56,23200.0,9621.99
00236,2015-06,3881.93,21000.0,11100.000000000002
00238,2018-12,11200.000000000002,66200.0,29900.000000000004
00238,2018-06,13000.0,70600.0,28900.0
00238,2017-12,16100.000000000002,71600.0,23700.0
00238,2017-06,17000.0,93900.0,27300.0
00238,2016-12,19100.0,97800.0,34500.0
00238,2016-06,22300.0,87700.0,23500.0
00238,2015-12,26400.0,110300.0,40900.0
00238,2015-06,28500.0,134000.0,54500.0
00239,2018-12,1224.58,16100.000000000002,5721.94
00239,2018-06,1941.66,15400.0,7271.15
00239,2017-12,1223.35,15900.0,5325.42
00239,2017-06,1424.26,15800.0,7108.96
00239,2016-12,1131.2,13700.000000000002,5209.09
00239,2016-06,1823.69,13500.0,7806.38
00239,2015-12,1459.33,11399.999999999998,5661.97
00239,2015-06,1930.52,12500.0,9132.42
00242,2018-12,1986000.0,3348000.0,1119900.0
00242,2018-06,1959000.0,3072000.0,977200.0
00242,2017-12,1797100.0,2953600.0,1045699.9999999999
00242,2017-06,1694900.0,2899800.0,968900.0
00242,2016-12,1115300.0,2391900.0,398600.0
00242,2016-06,987500.0,2340700.0,284600.0
00242,2015-12,923600.0,2368800.0,575800.0
00242,2015-06,825900.0,2196000.0,619900.0
00243,2018-10,4307.08,34400.0,6587.16
00243,2018-04,3832.12,33300.0,5814.99
00243,2017-10,4102.32,34800.0,5491.01
00243,2017-04,3676.5,67100.0,8037.23
00243,2016-10,2901.19,71800.0,7246.74
00243,2016-04,2658.4,69400.0,7754.14
00243,2015-10,2755.93,22000.0,10200.0
00243,2015-04,2420.94,7134.16,7495.9
00244,2018-08,6179.73,27500.0,20900.0
00244,2018-02,5602.41,28300.0,16000.0
00244,2017-08,6488.56,30900.0,22300.0
00244,2017-02,6747.85,34900.0,21000.0
00244,2016-08,6873.0,41000.0,24300.0
00244,2016-02,4071.07,39400.0,18900.0
00244,2015-08,4254.58,59600.0,35800.0
00244,2015-02,4220.86,68700.0,38900.0
00246,2015-12,370.4,84600.00000000001,23900.0
00246,2015-06,847.3,82200.0,21000.0
00246,2014-12,1159.2,84700.0,14100.0
00246,2014-06,652.6,105200.0,13000.0
00246,2013-12,2779.6,151300.0,13200.0
00246,2013-06,1510.5,314200.0,9936.8
00246,2012-12,1143.9,346000.0,12800.0
00246,2012-06,643.0,320100.0,12500.0
00247,2018-12,2317800.0,5060700.0,911300.0
00247,2018-06,2288600.0,4509600.0,1038199.9999999999
00247,2017-12,1970600.0,5090600.0,1095200.0
00247,2017-06,2167100.0,5313800.0,1757600.0
00247,2016-12,2158400.0,5054200.0,1702500.0
00247,2016-06,2323400.0,4998600.0,1525000.0
00247,2015-12,2209100.0,4406900.0,1302200.0
00247,2015-06,2186800.0,4054000.0,1028199.9999999999
00248,2018-09,3161.48,10900.0,7685.13
00248,2018-03,2838.59,11800.0,8661.43
00248,2017-09,2278.19,10600.0,9113.28
00248,2017-03,1054.34,9711.45,8584.66
00248,2016-09,1911.96,9352.29,7293.28
00248,2016-03,2281.86,10400.0,8290.92
00248,2015-09,1797.9,9110.66,6665.14
00248,2015-03,1655.63,8473.78,6172.12
00251,2018-12,80.17,789800.0,564500.0
00251,2018-06,72.93,704300.0000000001,550100.0
00251,2017-12,88.77,603800.0,544800.0
00251,2017-06,88.96,609600.0,187300.0
00251,2016-12,17300.0,1025900.0,221100.0
00251,2016-06,24800.0,937800.0,60599.99999999999
00251,2015-12,72100.0,413000.0,181100.0
00251,2015-06,129900.0,355600.0,193299.99999999997
00252,2018-09,16500.0,48700.0,32800.0
00252,2018-03,16100.000000000002,46200.0,21800.0
00252,2017-09,14900.0,44700.0,16700.0
00252,2017-03,16000.0,51400.0,24800.0
00252,2016-09,4885.92,41100.0,26100.0
00252,2016-03,4918.9,36800.0,22400.000000000004
00252,2015-09,6731.36,50900.0,37200.0
00252,2015-03,5791.42,55300.0,28200.0
00253,2018-12,127.84,55199.99999999999,33300.0
00253,2018-06,100.33,84300.0,54500.0
00253,2017-12,103.65,79000.0,52500.0
00253,2017-06,93.82,86800.0,64400.00000000001
00253,2016-12,95.44,81900.0,82600.0
00253,2016-06,87.95,62100.0,88500.0
00253,2015-12,79.25,92000.0,56500.0
00253,2015-06,68.29,97600.0,56900.00000000001
00255,2018-12,48700.0,136100.0,29400.0
00255,2018-06,45300.0,132400.0,28000.0
00255,2017-12,44300.0,137700.0,31300.0
00255,2017-06,42100.0,141000.0,37400.0
00255,2016-12,35600.0,136900.0,34100.0
00255,2016-06,35500.0,122600.0,29500.0
00255,2015-12,39300.0,117800.0,28300.0
00255,2015-06,44200.0,122700.0,41900.00000000001
00256,2018-12,202800.0,399200.0,1202000.0
00256,2018-06,165900.0,235900.0,1370200.0
00256,2017-12,169500.0,212200.0,1291399.9999999998
00256,2017-06,179000.0,253000.0,1154900.0
00256,2016-12,178600.0,230200.0,1031200.0
00256,2016-06,167300.0,372000.0,143100.0
00256,2015-12,171100.0,386700.0,137000.0
00256,2015-06,165300.0,369900.0,117600.0
00257,2018-12,57699.99999999999,2599200.0,1334800.0
00257,2018-06,74200.0,1722000.0,1270600.0
00257,2017-12,42600.0,1641500.0,1173100.0
00257,2017-06,42600.0,1528000.0,1007099.9999999999
00257,2016-12,32300.0,1100900.0,833100.0
00257,2016-06,28200.0,1068600.0,629100.0
00257,2015-12,16900.0,962400.0,529800.0
00257,2015-06,17900.0,732500.0,357900.0
00258,2018-12,488200.0,1050400.0,542800.0
00258,2018-06,484500.0,962300.0,523300.0
00258,2017-12,487900.0,987600.0,530100.0
00258,2017-06,493800.0,1252900.0,659300.0000000001
00258,2016-12,776500.0,1268000.0,661700.0
00258,2016-06,758300.0,1212300.0,725600.0
00258,2015-12,822900.0000000001,1273800.0,778300.0
00258,2015-06,814200.0,1198100.0,633200.0
00259,2018-09,16299.999999999998,48800.0,39300.0
00259,2018-03,13700.000000000002,40800.0,32400.000000000004
00259,2017-09,14100.0,44300.0,36600.0
00259,2017-03,12700.0,37200.0,29500.0
00259,2016-09,10900.0,40300.0,37500.0
00259,2016-03,7961.29,28300.0,23000.0
00259,2015-09,10300.0,32800.0,28000.0
00259,2015-03,9173.51,28200.0,22700.0
00261,2018-12,102400.0,142600.0,61500.0
00261,2018-06,84200.0,140300.0,35100.0
00261,2017-12,87200.0,151700.0,40500.0
00261,2017-06,94500.0,124800.0,39000.0
00261,2016-12,103000.0,144600.0,49200.0
00261,2016-06,108500.0,148500.0,53600.0
00261,2015-12,86199.99999999999,151900.0,55300.0
00261,2015-06,87400.0,160300.0,63200.0
00262,2018-09,81300.00000000001,95900.0,34300.0
00262,2018-03,91199.99999999999,112700.0,51600.0
00262,2017-09,98800.00000000001,136900.0,77000.0
00262,2017-03,96300.00000000001,138300.0,80100.0
00262,2016-09,88200.0,146400.0,113400.0
00262,2016-03,90900.0,128400.0,99100.0
00262,2015-09,111400.0,148400.0,69300.0
00262,2015-03,107899.99999999999,134500.0,68900.0
00264,2018-12,1235.09,4480.89,2118.04
00264,2018-06,2073.52,5174.53,2428.04
00264,2017-12,2363.54,7168.01,2182.81
00264,2017-06,2969.5,6592.72,3222.59
00264,2016-12,3176.58,6754.62,2600.88
00264,2016-09,3033.28,5886.28,1812.08
00264,2016-03,3373.66,6238.88,1531.51
00264,2015-09,4070.4,8312.26,2790.51
00265,2018-12,6132.17,33100.0,18500.0
00265,2018-06,5221.74,44600.0,9807.53
00265,2017-12,5332.35,42500.0,5432.91
00265,2017-06,1289.99,47500.0,5948.98
00265,2016-12,1432.11,38400.0,7096.86
00265,2016-06,1531.65,21900.0,12600.0
00265,2015-12,2060.44,32300.0,9347.2
00265,2015-06,2257.0,18200.0,10800.0
00268,2018-12,843.6,316000.0,186700.00000000003
00268,2018-06,1482.7,345800.0,146700.0
00268,2017-12,1405.7,353400.00000000006,140500.0
00268,2017-06,974.1,287500.0,96600.0
00268,2016-12,625.2,295700.0,92300.0
00268,2016-06,648.3,288800.0,70900.0
00268,2015-12,404.7,307400.0,91900.0
00268,2015-06,460.1,318700.0,116900.0
00269,2018-09,2223.9,23500.0,785100.0
00269,2018-03,2135.09,18200.0,723500.0
00269,2017-09,6198.01,34400.0,613000.0
00269,2017-03,5642.44,49100.0,621900.0
00269,2016-09,5742.07,68200.0,634100.0
00269,2016-03,7288.02,65800.0,603500.0
00269,2015-09,20200.0,75100.0,527600.0
00269,2015-03,22900.0,101600.0,553200.0
00270,2018-12,969599.9999999999,2595000.0,808100.0
00270,2018-06,542200.0,2114500.0,873199.9999999999
00270,2017-12,529900.0,1954600.0,918500.0
00270,2017-06,516400.0,2200700.0,942500.0
00270,2016-12,11299.999999999998,1420900.0,498500.0
00270,2016-06,14400.0,1413300.0000000002,441500.0
00270,2015-12,12000.0,1381600.0,484099.99999999994
00270,2015-06,7547.71,1534100.0,396200.0
00272,2018-12,1724199.9999999998,3990800.0,3639300.0
00272,2018-06,1947000.0,4234600.0,2561400.0
00272,2017-12,2617000.0,5364900.0,3159400.0
00272,2017-06,2378100.0,5403200.000000001,3056600.0000000005
00272,2016-12,2670299.9999999995,5246799.999999999,3470000.0
00272,2016-06,2915200.0,5081600.0,3186100.0
00272,2015-12,2266200.0,4831700.0,2991000.0
00272,2015-06,2047100.0,3591000.0,1903000.0
00274,2018-06,44.6,6939.98,3191.56
00274,2017-12,19.98,7858.22,3219.84
00274,2017-06,42.88,9301.06,5359.67
00274,2016-12,42.85,10200.0,5129.84
00274,2016-06,42.31,14300.0,4964.86
00274,2015-12,36.69,2436.1,42699.99999999999
00274,2015-06,107.57,1588.34,36400.0
00274,2014-12,29.27,1378.39,39600.0
00275,2018-09,52.88,106100.0,126199.99999999999
00275,2018-03,24.76,104200.0,99800.0
00275,2017-09,15.55,168800.0,150400.0
00275,2017-03,20.24,182300.0,163800.0
00275,2016-09,50.02,147200.0,172000.0
00275,2016-03,372400.0,452900.0,159000.0
00275,2015-09,355900.00000000006,446200.0,170700.0
00275,2015-03,339000.0,396300.0,172600.00000000003
00276,2018-09,11800.0,51200.0,184400.0
00276,2018-03,8574.82,45300.0,163600.0
00276,2017-09,6609.51,38300.0,164800.0
00276,2017-03,5568.4,38000.0,166200.0
00276,2016-09,3462.3,26100.0,152300.0
00276,2016-03,1899.98,17700.0,137900.0
00276,2015-09,3236.54,17100.0,130600.0
00276,2015-03,1880.26,11100.000000000002,114200.0
00278,2018-09,128.2,29700.000000000004,6456.41
00278,2018-03,116.73,40500.0,3953.37
00278,2017-09,123.79,24800.0,3045.84
00278,2017-03,129.34,26400.0,3137.11
00278,2016-09,238.96,25400.0,5546.43
00278,2016-03,233.77,27100.0,4261.78
00278,2015-09,243.65,33800.0,6772.7
00278,2015-03,415.37,32300.0,3249.3
00280,2018-09,41900.00000000001,61300.0,6597.51
00280,2018-03,40700.0,59600.0,9329.51
00280,2017-09,47100.0,64200.0,10300.0
00280,2017-03,52200.0,68000.0,10400.0
00280,2016-09,53400.0,69600.0,11200.000000000002
00280,2016-03,58200.0,73500.0,12600.0
00280,2015-09,57699.99999999999,79800.0,14900.0
00280,2015-03,56600.0,70900.0,15800.0
00281,2018-12,1369.85,128400.0,12400.0
00281,2018-06,1416.75,105399.99999999999,11100.000000000002
00281,2017-12,1583.38,110200.0,10900.0
00281,2017-06,1591.59,97500.0,11200.000000000002
00281,2016-12,1618.08,109300.0,10800.0
00281,2016-06,1648.66,98600.0,11000.0
00281,2015-12,1702.79,98300.0,10900.0
00281,2015-06,1692.36,86800.0,13200.0
00282,2018-09,5941.86,59100.0,66700.0
00282,2018-03,6594.85,64000.0,47900.0
00282,2017-09,5773.61,80700.0,50000.0
00282,2017-03,6190.56,93600.0,48600.0
00282,2016-09,6710.49,98400.0,51500.0
00282,2016-03,7775.31,93000.0,55500.0
00282,2015-09,9106.07,94800.0,53099.99999999999
00282,2015-03,9144.2,99200.0,51100.0
00285,2018-12,476800.0,1708899.9999999998,1006200.0
00285,2018-06,483000.0,1607200.0,1028700.0
00285,2017-12,460800.0,1664100.0,1108800.0
00285,2017-06,430200.00000000006,1451399.9999999998,974500.0
00285,2016-12,333800.0,1634400.0,1224100.0
00285,2016-06,408400.00000000006,1264000.0,897500.0
00285,2015-12,394799.99999999994,1444700.0,1169700.0
00285,2015-06,310000.0,1038900.0,770000.0
00288,2018-12,1408300.0000000002,3747300.0,2284100.0
00288,2018-06,1345200.0,3384400.0,2140500.0
00288,2017-12,1244800.0,3702300.0,2286300.0
00288,2017-06,1224800.0,3296400.0,2095300.0
00288,2016-12,1164000.0,3359600.0,2305200.0
00288,2016-06,1160500.0,3295000.0,2182300.0
00288,2015-12,1135100.0,3385100.0,1856500.0
00288,2015-06,1119400.0,3038500.0,1706900.0
00289,2018-12,10200.0,332600.0,43000.0
00289,2018-06,7303.19,321300.0,45300.0
00289,2017-12,7801.05,319700.0,46700.0
00289,2017-06,7690.55,344400.0,52000.0
00289,2016-12,9136.08,349000.0,59900.0
00289,2016-06,7778.95,320800.0,37400.0
00289,2015-12,8776.75,307600.0,38100.0
00289,2015-06,7741.94,286800.0,36900.0
00291,2018-12,537900.0,845000.0,1837000.0
00291,2018-06,534500.0,1287300.0,2231800.0
00291,2017-12,582600.0,938600.0,1919500.0
00291,2017-06,586000.0,1126800.0,1943100.0
00291,2016-12,611000.0,1102800.0,2080500.0
00291,2016-06,607700.0,1226100.0,1859000.0
00291,2015-12,648800.0,1103600.0,1875000.0
00291,2015-06,723199.9999999999,10628300.0,8258600.0
00292,2018-09,39600.0,576200.0,212800.0
00292,2018-03,28800.0,439600.0,135200.0
00292,2017-09,24100.0,343400.00000000006,64900.0
00292,2017-03,20099.999999999996,246500.0,50300.0
00292,2016-09,1325.03,217900.0,25299.999999999996
00292,2016-03,1278.37,190600.0,32300.0
00292,2015-09,1255.35,181300.0,57000.0
00292,2015-03,102.18,150400.0,26700.0
00293,2018-12,160200.0,2595100.0,4236000.0
00293,2018-06,149300.0,2591400.0,3842700.0
00293,2017-12,126600.0,2744700.0000000005,3450500.0
00293,2017-06,136500.0,2509200.0,3779100.0000000005
00293,2016-12,135400.0,2808000.0,3944100.0000000005
00293,2016-06,123800.00000000001,2774100.0000000005,4115700.0
00293,2015-12,114400.0,2783500.0,4170200.0
00293,2015-06,117000.0,2498600.0,3647100.0
00294,2018-09,9354.22,44200.0,11500.0
00294,2018-03,5503.47,41000.0,8208.25
00294,2017-09,8341.11,46500.0,13700.000000000002
00294,2017-03,6051.89,46300.0,11100.000000000002
00294,2016-09,8451.2,45199.99999999999,12800.0
00294,2016-03,6622.84,42800.0,10400.0
00294,2015-09,9939.11,44800.00000000001,14200.0
00294,2015-03,8596.24,41300.0,11600.0
00295,2018-12,305.8,500200.00000000006,287000.0
00295,2018-06,135.4,451700.0,440900.00000000006
00295,2017-12,111.1,444500.0,467500.0
00295,2017-06,533.4,430000.0,481500.0
00295,2016-12,162.3,524500.0,384500.0
00295,2016-06,276.3,535500.0,384000.0
00295,2015-12,118.1,547800.0,348300.0
00295,2015-06,413.7,295000.0,147100.0
00296,2018-09,1179.66,336599.99999999994,65500.0
00296,2018-03,1155.72,326400.0,70600.0
00296,2017-09,1117.13,372700.00000000006,71100.0
00296,2017-03,1209.08,379900.0,72600.0
00296,2016-09,1218.44,346900.0,74500.0
00296,2016-03,1083.31,322600.0,68500.0
00296,2015-09,1070.01,302300.0,70800.0
00296,2015-03,1109.08,277800.0,66200.0
00297,2018-12,555400.0,1169800.0,997400.0
00297,2018-06,447600.0,994100.0,486700.0
00297,2017-12,543300.0,1657100.0,1030200.0
00297,2017-06,371200.0,646100.0,917900.0000000001
00297,2017-03,443400.00000000006,755000.0,1183600.0
00297,2016-12,447500.0,783100.0,1072900.0
00297,2016-06,446000.0,672900.0000000001,980600.0
00297,2015-12,631200.0,911700.0,1158600.0
00298,2018-09,105900.0,314700.0,114300.0
00298,2018-03,95399.99999999999,259600.0,73000.0
00298,2017-09,124500.0,342600.0,78200.0
00298,2017-03,123600.0,356100.0,70800.0
00298,2016-09,111700.0,295700.0,117200.0
00298,2016-03,152200.0,244600.0,99200.0
00298,2015-09,143400.0,226900.0,96199.99999999999
00298,2015-03,151500.0,249500.0,100200.0
00303,2018-09,338900.0,750000.0,475500.0
00303,2018-03,220000.0,601500.0,284900.0
00303,2017-09,303200.0,723500.0,443500.0
00303,2017-03,224200.00000000003,635900.0,323300.0
00303,2016-09,260799.99999999997,645300.0,379400.0
00303,2016-03,184400.0,534300.0,245799.99999999997
00303,2015-09,234000.0,577600.0,318600.0
00303,2015-03,178200.0,518600.0,231600.0
00305,2018-12,94300.0,857900.0000000001,1012300.0
00305,2018-06,106700.0,811000.0,972000.0
00305,2017-12,122300.0,769900.0,905600.0
00305,2017-06,71200.0,1092500.0,1169900.0
00305,2016-12,146800.0,923500.0,1020800.0
00305,2016-06,133000.0,1123200.0,1200800.0
00305,2015-12,177900.0,868600.0,952099.9999999999
00305,2015-06,127600.0,926000.0,1000200.0
00306,2018-09,2753.45,77200.0,138300.0
00306,2018-03,2517.85,75900.0,127300.0
00306,2017-09,2638.62,72600.0,109400.0
00306,2017-03,2743.98,81800.0,107899.99999999999
00306,2016-09,2618.81,80600.0,101000.0
00306,2016-03,2577.74,82100.00000000001,102899.99999999999
00306,2015-09,2793.63,87400.0,135000.0
00306,2015-03,2918.22,94000.0,145100.0
00307,2015-09,15400.0,44600.0,530200.0
00307,2015-03,5319.68,65700.0,217500.0
00307,2014-09,7207.27,58400.0,84600.00000000001
00307,2014-03,8728.94,28600.0,89100.0
00307,2013-09,522.18,13899.999999999998,53500.0
00307,2013-03,23.98,78700.0,27200.000000000004
00307,2012-09,375.54,53400.0,17500.0
00307,2012-03,460.44,71000.0,10300.0
00308,2018-12,154200.0,570000.0,273400.0
00308,2018-06,167300.0,688800.0,358500.0
00308,2017-12,166900.0,660200.0,291300.0
00308,2017-06,156300.0,660400.0000000001,208700.0
00308,2016-12,188400.0,678900.0,233000.0
00308,2016-06,178900.0,706300.0,272400.0
00308,2015-12,172800.0,729500.0,197800.0
00308,2015-06,11600.0,635300.0,210799.99999999997
00309,2018-09,42.59,15300.0,4766.87
00309,2018-03,26.6,10700.0,3630.3
00309,2017-09,40.61,13899.999999999998,3855.93
00309,2017-03,28.94,13300.0,3625.2
00309,2016-09,41.84,13700.000000000002,3994.56
00309,2016-03,25.66,12600.0,3245.68
00309,2015-09,21.42,14300.0,4309.17
00309,2015-03,17.82,13400.0,3387.45
00311,2018-12,60300.0,234600.0,191200.0
00311,2018-06,57900.0,207100.0,152500.0
00311,2017-12,42800.0,198100.0,151000.0
00311,2017-06,49900.0,215200.0,161200.0
00311,2016-12,44900.0,362800.0,243400.0
00311,2016-06,63900.0,325300.0,183100.0
00311,2015-12,60199.99999999999,314700.0,183500.0
00311,2015-06,71900.0,309300.0,190500.0
00312,2018-12,3788.3,74900.0,62800.0
00312,2018-06,9136.5,77000.0,69700.0
00312,2017-12,14200.0,86000.0,85800.0
00312,2017-06,14200.0,85600.0,79600.0
00312,2016-12,16900.0,155300.0,94200.0
00312,2016-06,14400.0,159800.0,101300.00000000001
00312,2015-12,16600.0,184700.0,131600.0
00312,2015-06,16299.999999999998,171200.0,116300.00000000001
00313,2018-09,149400.0,201800.0,198900.0
00313,2018-03,148100.0,217700.0,165900.0
00313,2017-09,111400.0,186200.0,169200.00000000003
00313,2017-03,121300.00000000001,132100.0,184300.0
00313,2016-09,119400.0,132800.0,236600.0
00313,2016-03,112000.0,129200.0,271400.0
00313,2015-09,110500.0,124000.0,181600.0
00313,2015-03,99700.0,112899.99999999999,169200.00000000003
00315,2018-12,27900.0,269000.0,182200.0
00315,2018-06,13600.000000000002,245300.0,210500.0
00315,2017-12,22100.0,242700.0,209600.0
00315,2017-06,15800.0,198900.0,189700.0
00315,2016-12,28800.0,183700.0,197100.0
00315,2016-06,29100.0,386800.0,244700.0
00315,2015-12,56400.0,384500.0,292500.0
00315,2015-06,6486.47,397100.0,259600.0
00316,2018-12,82200.0,2228600.0,1038300.0
00316,2018-06,76900.0,2075100.0,1045699.9999999999
00316,2017-12,66800.0,1937200.0,901600.0
00316,2017-06,75300.0,1885300.0,973199.9999999999
00316,2016-12,58600.0,1780100.0,910699.9999999999
00316,2016-06,50000.0,1784500.0,814900.0
00316,2015-12,47100.0,1894100.0,785000.0
00316,2015-06,67900.0,1964000.0,754100.0
00317,2018-12,495600.0,2903500.0,2756100.0
00317,2018-09,463100.0,2778500.0,2400900.0
00317,2018-06,485700.0,2926700.0,2300200.0
00317,2018-03,1046300.0,2823700.0,1800700.0
00317,2017-12,1034000.0,2957600.0,2313700.0
00317,2017-09,1324000.0,3017700.0,2456800.0
00317,2017-06,1325300.0,2847799.9999999995,2318500.0
00317,2017-03,1239800.0,2818399.9999999995,2326700.0
00320,2018-09,85300.0,172600.00000000003,99400.0
00320,2018-03,51100.0,151300.0,74400.0
00320,2017-09,73000.0,189400.0,111700.0
00320,2017-03,55700.0,184400.0,100900.0
00320,2016-09,56800.0,170200.0,95600.0
00320,2016-03,50700.0,158600.0,84400.0
00320,2015-09,61900.00000000001,164100.0,95000.0
00320,2015-03,50300.0,151500.0,81000.0
00321,2018-09,199300.0,541200.0,269700.0
00321,2018-03,179300.0,525200.0,256900.0
00321,2017-09,178700.0,695300.0,366700.0
00321,2017-03,182000.0,674800.0,340000.0
00321,2016-09,185799.99999999997,765600.0,386700.0
00321,2016-03,170600.0,553100.0,190400.0
00321,2015-09,167100.0,570700.0,256600.0
00321,2015-03,147900.0,609100.0,267000.0
00322,2018-12,265200.0,2090700.0,2388500.0
00322,2018-09,246800.0,2128600.0,2211700.0
00322,2018-06,311700.0,2070800.0000000002,2507600.0
00322,2018-03,263700.0,2268900.0,2601000.0
00322,2017-12,239700.0,1894100.0,2398000.0
00322,2017-09,249300.0,2299000.0,2594000.0
00322,2017-06,289600.0,1742000.0,2428100.0
00322,2017-03,278000.0,2132900.0,2847100.0
00323,2018-12,1105400.0,3840500.0,3973700.0
00323,2018-09,1182300.0,3592799.9999999995,3699600.0
00323,2018-06,1133400.0,3481600.0000000005,3923200.0
00323,2018-03,1261200.0,3142200.0000000005,3456600.0000000005
00323,2017-12,1144600.0,3209900.0,3611800.0
00323,2017-09,1047400.0,2751100.0,3258700.0
00323,2017-06,1003700.0,2478300.0,2840299.9999999995
00323,2017-03,1157000.0,2644800.0,3218800.0
00326,2018-12,219800.0,439200.0,92100.00000000001
00326,2018-06,189500.0,381900.0,53300.0
00326,2017-12,176200.0,389300.0,137500.0
00326,2017-06,172399.99999999997,323500.0,68400.0
00326,2016-12,58099.99999999999,271000.0,28300.0
00326,2016-06,53400.0,319900.0,35600.0
00326,2015-12,53500.0,319400.0,37900.0
00326,2015-06,49700.0,299700.0,27700.0
00327,2018-12,103600.0,468200.0,135000.0
00327,2018-06,112000.0,448000.0,133400.0
00327,2017-12,76800.0,404500.0,110100.0
00327,2017-06,63300.0,377700.00000000006,77600.0
00327,2016-12,53400.0,377500.0,82800.0
00327,2016-06,45800.0,345800.0,63800.0
00327,2015-12,47100.0,336800.0,82700.0
00327,2015-06,58000.0,282600.0,57900.0
00328,2018-09,69400.0,177000.0,85500.0
00328,2018-03,32300.0,125000.0,24800.0
00328,2017-09,62000.0,192399.99999999997,73900.0
00328,2017-03,42100.0,179000.0,40599.99999999999
00328,2016-09,62300.00000000001,223100.0,77300.0
00328,2016-03,26300.0,216700.00000000003,60800.0
00328,2015-09,92200.0,243800.0,134600.0
00328,2015-03,32000.0,146800.0,45199.99999999999
00329,2018-12,1513.46,57600.0,41900.00000000001
00329,2018-06,1041.57,55000.0,35400.0
00329,2017-12,1069.13,32900.0,20500.0
00329,2017-06,1399.35,34700.0,12300.0
00329,2016-12,27.28,39700.0,4272.54
00329,2016-06,802.88,28600.0,3052.8
00329,2015-12,1362.73,28800.0,3436.24
00329,2015-06,1898.89,47400.0,4288.86
00330,2018-12,213800.0,660200.0,359700.0
00330,2018-06,193600.0,706300.0,284400.0
00330,2017-12,233600.0,770200.0,264200.0
00330,2017-06,220500.0,829599.9999999999,300900.0
00330,2016-12,237600.00000000003,828600.0,286900.0
00330,2016-06,234600.0,853600.0,355500.0
00330,2015-12,246000.0,831000.0,369600.0
00330,2015-06,234100.0,838600.0,387700.00000000006
00332,2018-09,2457.3,340300.0,313400.0
00332,2018-03,2180.6,210600.0,212500.0
00332,2017-09,2521.1,232200.0,233600.0
00332,2017-03,2678.4,157300.0,171600.0
00332,2016-09,2783.0,177500.0,188600.0
00332,2016-03,2618.1,196400.0,207900.0
00332,2015-09,3880.2,208600.0,241900.0
00332,2015-03,4576.8,150100.0,183600.0
00333,2018-12,14900.0,43500.0,16500.0
00333,2018-06,12500.0,40000.0,11800.0
00333,2017-12,13400.0,43000.0,12600.0
00333,2017-06,13000.0,42900.0,12500.0
00333,2016-12,16200.000000000002,46600.0,13500.0
00333,2016-06,11600.0,42200.0,10400.0
00333,2015-12,12900.0,42900.0,11399.999999999998
00333,2015-06,14900.0,42300.00000000001,12300.0
00334,2018-12,57500.0,312700.0,303700.0
00334,2018-06,23500.0,143900.0,133800.0
00334,2017-12,22500.0,193800.0,176000.0
00334,2017-06,25000.0,141100.0,127600.0
00334,2016-12,36700.0,186700.00000000003,168400.0
00334,2016-06,28100.0,157900.0,146000.0
00334,2015-12,15800.0,114100.0,115700.0
00334,2015-06,13600.000000000002,97800.0,101300.00000000001
00336,2018-12,89600.00000000001,1015300.0,241800.0
00336,2018-09,80900.0,929300.0000000001,191700.00000000003
00336,2018-03,76600.0,1003700.0,107600.0
00336,2017-09,73200.0,700200.0,82600.0
00336,2017-03,69300.0,713199.9999999999,81800.0
00336,2016-09,71900.0,641700.0,66800.0
00336,2016-03,69500.0,515900.00000000006,77700.0
00336,2015-09,67800.0,485800.0,92800.0
00337,2018-12,3525400.0,6090900.0,6362000.0
00337,2018-06,2538800.0,5954400.000000001,6035400.0
00337,2017-12,2061500.0,4175299.9999999995,4420600.0
00337,2017-06,1711699.9999999998,3628700.0,4097100.0
00337,2016-12,1363600.0000000002,2857200.0000000005,3312900.0
00337,2016-06,1501699.9999999998,2674400.0,3173200.0
00337,2015-12,1360200.0,2478900.0,3010400.0
00337,2015-06,933600.0,1726300.0,1887800.0
00338,2018-12,812099.9999999999,2529900.0,1361300.0
00338,2018-09,704599.9999999999,2335000.0,1208600.0
00338,2018-06,723700.0,2611600.0000000005,1675300.0
00338,2018-03,632100.0,2267100.0,1175700.0
00338,2017-12,659800.0,1986600.0,1092200.0
00338,2017-09,556100.0,1748700.0,976100.0
00338,2017-06,701700.0,1826200.0,1221900.0
00338,2017-03,482900.0,1654199.9999999998,851800.0000000001
00340,2018-12,1705.87,17000.0,53800.0
00340,2018-06,800.27,26300.0,25700.0
00340,2017-12,7199.27,33400.0,32700.0
00340,2017-06,6988.14,33800.0,32000.0
00340,2016-12,6621.7,24900.000000000004,10200.0
00340,2016-06,8394.83,33900.0,10400.0
00340,2015-12,8065.98,52200.0,11500.0
00340,2015-06,9067.75,23800.0,13799.999999999998
00341,2018-09,22000.0,98800.00000000001,88699.99999999999
00341,2018-03,18800.0,110100.0,76600.0
00341,2017-09,19500.0,108800.00000000001,88400.0
00341,2017-03,21300.0,113300.0,75100.0
00341,2016-09,20000.0,117100.00000000001,82400.0
00341,2016-03,17900.0,138600.0,66900.0
