00001,2018-12,8.8584,16.8081
00001,2018-06,3.9373,16.9853
00001,2017-12,7.6068,17.545
00001,2017-06,3.5845,17.2935
00001,2016-12,7.6481,16.1298
00001,2016-06,3.3076,15.0772
00001,2015-12,30.9225,74.8861
00001,2015-06,31.4419,395.8765
00001,2014-12,18.3491,225.1041
00002,2018-12,4.6964,15.9989
00002,2018-06,2.4787,17.2219
00002,2017-12,4.7145,16.6683
00002,2017-06,2.0309,14.8903
00002,2016-12,4.4994,17.383
00002,2016-06,2.0683,17.2507
00002,2015-12,5.1942,20.772
00002,2015-06,1.7901,15.6684
00002,2014-12,3.5026,12.9375
00003,2018-12,0.5301,26.6985
00003,2018-06,0.2622,27.9145
00003,2017-12,0.4915,28.7805
00003,2017-06,0.2777,32.3209
00003,2016-12,0.5161,28.9588
00003,2016-06,0.2914,34.1093
00003,2015-12,0.5295,27.6409
00003,2015-06,0.2863,31.3238
00003,2014-12,0.5333,25.6311
00004,2018-12,1.9101,31.8737
00004,2018-06,0.7925,37.083
00004,2017-12,6.0269,52.2335
00004,2017-06,2.4128,51.3685
00004,2016-12,6.3242,46.4645
00004,2016-06,1.8974,34.6586
00004,2015-12,4.4319,41.1156
00004,2015-06,1.8138,40.5786
00004,2014-12,9.356,95.5108
00005,2018-12,4.3238,28.3876
00005,2018-09,3.8524,41.2333
00005,2018-06,2.382,30.8606
00005,2018-03,0.9432,27.7506
00005,2017-12,3.1364,21.9994
00005,2017-09,3.3185,28.1506
00005,2017-06,2.371,29.2985
00005,2017-03,1.1039,27.3673
00005,2016-12,0.4856,6.9079
00006,2018-12,3.1368,491.0611
00006,2018-06,1.6272,535.7607
00006,2017-12,3.26,585.8451
00006,2017-06,1.6404,637.7179
00006,2016-12,2.6925,498.2143
00006,2016-06,1.3931,552.6232
00006,2015-12,3.0328,591.1315
00006,2015-06,1.1987,517.0927
00006,2014-12,22.5459,2862.7405
00007,2018-12,0.0399,16.6616
00007,2018-06,0.9122,72.2363
00007,2017-12,0.0038,-16.1423
00007,2017-06,0.0549,57.7689
00007,2016-12,-0.0023,1.9637
00007,2016-06,-0.0081,-11.2052
00007,2015-12,-0.0189,-20.0019
00007,2015-06,0.009,21.3938
00007,2014-12,-0.0196,-12.1848
00008,2018-12,0.1019,7.8507
00008,2018-06,0.0202,5.5813
00008,2017-12,0.2437,12.4157
00008,2017-06,0.1457,13.4819
00008,2016-12,0.2396,9.9833
00008,2016-06,0.0974,9.1989
00008,2015-12,0.2562,10.1567
00008,2015-06,0.1135,10.4634
00008,2014-12,0.3561,14.0367
00009,2018-12,-0.095,-432.7825
00009,2018-06,-0.0179,-251.7132
00009,2017-12,-0.1225,-591.1541
00009,2017-06,-0.0775,-1542.7054
00009,2016-12,-0.1301,-1426.2767
00009,2016-06,-0.0114,-221.6393
00009,2015-12,-0.3547,-2635.0749
00009,2015-06,-0.0159,-263.7771
00009,2014-12,-0.1052,-656.2908
00010,2018-12,3.3997,92.8208
00010,2018-06,1.8801,97.7827
00010,2017-12,3.26,79.3103
00010,2017-06,1.5275,64.7794
00010,2016-12,2.442,50.5935
00010,2016-06,1.1282,50.2421
00010,2015-12,1.9855,62.8778
00010,2015-06,1.0331,68.0564
00010,2014-12,3.9759,72.339
00011,2018-12,10.935,59.1365
00011,2018-06,5.5813,60.5713
00011,2017-12,8.6099,53.6864
00011,2017-06,4.4698,52.9336
00011,2016-12,7.4244,48.9932
00011,2016-06,3.5811,49.2828
00011,2015-12,11.9132,80.4624
00011,2015-06,8.2725,108.998
00011,2014-12,6.24,47.0345
00012,2018-12,6.2035,142.7168
00012,2018-06,2.8834,115.5988
00012,2017-12,6.3613,126.0418
00012,2017-06,3.0724,112.3422
00012,2016-12,5.3939,86.7725
00012,2016-06,2.0256,89.8303
00012,2015-12,5.4121,92.5257
00012,2015-06,2.3501,91.923
00012,2014-12,4.4334,72.483
00014,2018-12,5.0527,162.4422
00014,2018-06,2.4286,166.4749
00014,2017-12,2.9071,101.832
00014,2017-06,0.6193,30.5974
00014,2016-12,1.0408,38.1047
00014,2016-06,0.7331,55.7386
00014,2015-12,2.2886,91.3994
00014,2015-06,1.6967,140.6068
00014,2014-12,3.6353,162.8412
00015,2018-09,0.0859,11.0053
00015,2018-03,0.1918,13.0714
00015,2017-09,0.0242,4.1525
00015,2017-03,0.0716,6.5978
00015,2016-09,0.0284,5.7063
00015,2016-03,0.3685,31.9662
00015,2015-09,0.1636,20.1849
00015,2015-03,0.061,5.2162
00015,2014-09,0.0215,4.535
00016,2018-12,6.1947,56.7741
00016,2018-06,14.535,59.4951
00016,2017-12,9.5294,60.6877
00016,2017-06,12.5241,54.311
00016,2016-12,6.3868,45.474
00016,2016-06,9.6663,36.6248
00016,2015-12,4.2811,43.2382
00016,2015-06,8.7457,48.4614
00016,2014-12,4.5044,51.438
00017,2018-12,0.9726,27.4177
00017,2018-06,1.9729,44.6231
00017,2017-12,0.9613,45.2132
00017,2017-06,0.6943,18.4971
00017,2016-12,0.4115,20.9307
00017,2016-06,0.8119,20.6201
00017,2015-12,0.31,13.2973
00017,2015-06,1.7113,48.6417
00017,2014-12,0.5364,26.771
00018,2018-09,0.012,7.1945
00018,2018-03,0.0528,16.3448
00018,2017-09,0.024,13.8061
00018,2017-03,0.0606,16.629
00018,2016-09,0.0183,10.0663
00018,2016-03,0.019,4.6833
00018,2015-09,-0.0022,-1.046
00018,2015-03,0.0169,3.9136
00018,2014-09,0.012,5.3269
00019,2018-12,13.7914,34.7729
00019,2018-06,7.5795,41.7745
